Season,Game Type,Week,Date,Team,Site,Opponent,Result,Team Pts,Opp Pts,OT
2021,Regular Season,17,1/2/22,Washington,Home,Eagles,L,16,20,0
2021,Regular Season,17,1/2/22,Buccaneers,Away,Jets,W,28,24,0
2021,Regular Season,17,1/2/22,Jets,Home,Buccaneers,L,24,28,0
2021,Regular Season,17,1/2/22,Patriots,Home,Jaguars,W,50,10,0
2021,Regular Season,17,1/2/22,Jaguars,Away,Patriots,L,10,50,0
2021,Regular Season,17,1/2/22,Raiders,Away,Colts,W,23,20,0
2021,Regular Season,17,1/2/22,Colts,Home,Raiders,L,20,23,0
2021,Regular Season,17,1/2/22,Titans,Home,Dolphins,W,34,3,0
2021,Regular Season,17,1/2/22,Dolphins,Away,Titans,L,3,34,0
2021,Regular Season,17,1/2/22,Bengals,Home,Chiefs,W,34,31,0
2021,Regular Season,17,1/2/22,Chiefs,Away,Bengals,L,31,34,0
2021,Regular Season,17,1/2/22,Bears,Home,Giants,W,29,3,0
2021,Regular Season,17,1/2/22,Giants,Away,Bears,L,3,29,0
2021,Regular Season,17,1/2/22,Bills,Home,Falcons,W,29,15,0
2021,Regular Season,17,1/2/22,Falcons,Away,Bills,L,15,29,0
2021,Regular Season,16,12/27/21,Dolphins,Away,Saints,W,20,3,0
2021,Regular Season,16,12/27/21,Saints,Home,Dolphins,L,3,20,0
2021,Regular Season,16,12/26/21,Cowboys,Home,Washington,W,56,14,0
2021,Regular Season,16,12/26/21,Washington,Away,Cowboys,L,14,56,0
2021,Regular Season,16,12/26/21,Raiders,Home,Broncos,W,17,13,0
2021,Regular Season,16,12/26/21,Broncos,Away,Raiders,L,13,17,0
2021,Regular Season,16,12/26/21,Chiefs,Home,Steelers,W,36,10,0
2021,Regular Season,16,12/26/21,Steelers,Away,Chiefs,L,10,36,0
2021,Regular Season,16,12/26/21,Bears,Away,Seahawks,W,25,24,0
2021,Regular Season,16,12/26/21,Seahawks,Home,Bears,L,24,25,0
2021,Regular Season,16,12/26/21,Texans,Home,Chargers,W,41,29,0
2021,Regular Season,16,12/26/21,Chargers,Away,Texans,L,29,41,0
2021,Regular Season,16,12/26/21,Buccaneers,Away,Panthers,W,32,6,0
2021,Regular Season,16,12/26/21,Panthers,Home,Buccaneers,L,6,32,0
2021,Regular Season,16,12/26/21,Eagles,Home,Giants,W,34,10,0
2021,Regular Season,16,12/26/21,Giants,Away,Eagles,L,10,34,0
2021,Regular Season,16,12/26/21,Jets,Home,Jaguars,W,26,21,0
2021,Regular Season,16,12/26/21,Jaguars,Away,Jets,L,21,26,0
2021,Regular Season,16,12/26/21,Bills,Away,Patriots,W,33,21,0
2021,Regular Season,16,12/26/21,Patriots,Home,Bills,L,21,33,0
2021,Regular Season,16,12/26/21,Bengals,Home,Ravens,W,41,21,0
2021,Regular Season,16,12/26/21,Ravens,Away,Bengals,L,21,41,0
2021,Regular Season,16,12/26/21,Rams,Away,Vikings,W,30,23,0
2021,Regular Season,16,12/26/21,Vikings,Home,Rams,L,23,30,0
2021,Regular Season,16,12/26/21,Falcons,Home,Lions,W,20,16,0
2021,Regular Season,16,12/26/21,Lions,Away,Falcons,L,16,20,0
2021,Regular Season,16,12/25/21,Colts,Away,Cardinals,W,22,16,0
2021,Regular Season,16,12/25/21,Cardinals,Home,Colts,L,16,22,0
2021,Regular Season,16,12/25/21,Packers,Home,Browns,W,24,22,0
2021,Regular Season,16,12/25/21,Browns,Away,Packers,L,22,24,0
2021,Regular Season,16,12/23/21,Titans,Home,49ers,W,20,17,0
2021,Regular Season,16,12/23/21,49ers,Away,Titans,L,17,20,0
2021,Regular Season,15,12/21/21,Rams,Home,Seahawks,W,20,10,0
2021,Regular Season,15,12/21/21,Seahawks,Away,Rams,L,10,20,0
2021,Regular Season,15,12/21/21,Eagles,Home,Washington,W,27,17,0
2021,Regular Season,15,12/21/21,Washington,Away,Eagles,L,17,27,0
2021,Regular Season,15,12/20/21,Vikings,Away,Bears,W,17,9,0
2021,Regular Season,15,12/20/21,Bears,Home,Vikings,L,9,17,0
2021,Regular Season,15,12/20/21,Raiders,Away,Browns,W,16,14,0
2021,Regular Season,15,12/20/21,Browns,Home,Raiders,L,14,16,0
2021,Regular Season,15,12/19/21,Saints,Away,Buccaneers,W,9,0,0
2021,Regular Season,15,12/19/21,Buccaneers,Home,Saints,L,0,9,0
2021,Regular Season,15,12/19/21,Packers,Away,Ravens,W,31,30,0
2021,Regular Season,15,12/19/21,Ravens,Home,Packers,L,30,31,0
2021,Regular Season,15,12/19/21,49ers,Home,Falcons,W,31,13,0
2021,Regular Season,15,12/19/21,Falcons,Away,49ers,L,13,31,0
2021,Regular Season,15,12/19/21,Bengals,Away,Broncos,W,15,10,0
2021,Regular Season,15,12/19/21,Broncos,Home,Bengals,L,10,15,0
2021,Regular Season,15,12/19/21,Texans,Away,Jaguars,W,30,16,0
2021,Regular Season,15,12/19/21,Jaguars,Home,Texans,L,16,30,0
2021,Regular Season,15,12/19/21,Steelers,Home,Titans,W,19,13,0
2021,Regular Season,15,12/19/21,Titans,Away,Steelers,L,13,19,0
2021,Regular Season,15,12/19/21,Cowboys,Away,Giants,W,21,6,0
2021,Regular Season,15,12/19/21,Giants,Home,Cowboys,L,6,21,0
2021,Regular Season,15,12/19/21,Dolphins,Home,Jets,W,31,24,0
2021,Regular Season,15,12/19/21,Jets,Away,Dolphins,L,24,31,0
2021,Regular Season,15,12/19/21,Lions,Home,Cardinals,W,30,12,0
2021,Regular Season,15,12/19/21,Cardinals,Away,Lions,L,12,30,0
2021,Regular Season,15,12/19/21,Bills,Home,Panthers,W,31,14,0
2021,Regular Season,15,12/19/21,Panthers,Away,Bills,L,14,31,0
2021,Regular Season,15,12/18/21,Colts,Home,Patriots,W,27,17,0
2021,Regular Season,15,12/18/21,Patriots,Away,Colts,L,17,27,0
2021,Regular Season,15,12/16/21,Chiefs,Away,Chargers,W,34,28,1
2021,Regular Season,15,12/16/21,Chargers,Home,Chiefs,L,28,34,1
2021,Regular Season,14,12/13/21,Rams,Away,Cardinals,W,30,23,0
2021,Regular Season,14,12/13/21,Cardinals,Home,Rams,L,23,30,0
2021,Regular Season,14,12/12/21,Packers,Home,Bears,W,45,30,0
2021,Regular Season,14,12/12/21,Bears,Away,Packers,L,30,45,0
2021,Regular Season,14,12/12/21,Buccaneers,Home,Bills,W,33,27,1
2021,Regular Season,14,12/12/21,Bills,Away,Buccaneers,L,27,33,1
2021,Regular Season,14,12/12/21,49ers,Away,Bengals,W,26,23,1
2021,Regular Season,14,12/12/21,Bengals,Home,49ers,L,23,26,1
2021,Regular Season,14,12/12/21,Chargers,Home,Giants,W,37,21,0
2021,Regular Season,14,12/12/21,Giants,Away,Chargers,L,21,37,0
2021,Regular Season,14,12/12/21,Broncos,Home,Lions,W,38,10,0
2021,Regular Season,14,12/12/21,Lions,Away,Broncos,L,10,38,0
2021,Regular Season,14,12/12/21,Seahawks,Away,Texans,W,33,13,0
2021,Regular Season,14,12/12/21,Texans,Home,Seahawks,L,13,33,0
2021,Regular Season,14,12/12/21,Falcons,Away,Panthers,W,29,21,0
2021,Regular Season,14,12/12/21,Panthers,Home,Falcons,L,21,29,0
2021,Regular Season,14,12/12/21,Cowboys,Away,Washington,W,27,20,0
2021,Regular Season,14,12/12/21,Washington,Home,Cowboys,L,20,27,0
2021,Regular Season,14,12/12/21,Saints,Away,Jets,W,30,9,0
2021,Regular Season,14,12/12/21,Jets,Home,Saints,L,9,30,0
2021,Regular Season,14,12/12/21,Chiefs,Home,Raiders,W,48,9,0
2021,Regular Season,14,12/12/21,Raiders,Away,Chiefs,L,9,48,0
2021,Regular Season,14,12/12/21,Titans,Home,Jaguars,W,20,0,0
2021,Regular Season,14,12/12/21,Jaguars,Away,Titans,L,0,20,0
2021,Regular Season,14,12/12/21,Browns,Home,Ravens,W,24,22,0
2021,Regular Season,14,12/12/21,Ravens,Away,Browns,L,22,24,0
2021,Regular Season,14,12/9/21,Vikings,Home,Steelers,W,36,28,0
2021,Regular Season,14,12/9/21,Steelers,Away,Vikings,L,28,36,0
2021,Regular Season,13,12/6/21,Patriots,Away,Bills,W,14,10,0
2021,Regular Season,13,12/6/21,Bills,Home,Patriots,L,10,14,0
2021,Regular Season,13,12/5/21,Chiefs,Home,Broncos,W,22,9,0
2021,Regular Season,13,12/5/21,Broncos,Away,Chiefs,L,9,22,0
2021,Regular Season,13,12/5/21,Seahawks,Home,49ers,W,30,23,0
2021,Regular Season,13,12/5/21,49ers,Away,Seahawks,L,23,30,0
2021,Regular Season,13,12/5/21,Steelers,Home,Ravens,W,20,19,0
2021,Regular Season,13,12/5/21,Ravens,Away,Steelers,L,19,20,0
2021,Regular Season,13,12/5/21,Rams,Home,Jaguars,W,37,7,0
2021,Regular Season,13,12/5/21,Jaguars,Away,Rams,L,7,37,0
2021,Regular Season,13,12/5/21,Washington,Away,Raiders,W,17,15,0
2021,Regular Season,13,12/5/21,Raiders,Home,Washington,L,15,17,0
2021,Regular Season,13,12/5/21,Colts,Away,Texans,W,31,0,0
2021,Regular Season,13,12/5/21,Texans,Home,Colts,L,0,31,0
2021,Regular Season,13,12/5/21,Eagles,Away,Jets,W,33,18,0
2021,Regular Season,13,12/5/21,Jets,Home,Eagles,L,18,33,0
2021,Regular Season,13,12/5/21,Dolphins,Home,Giants,W,20,9,0
2021,Regular Season,13,12/5/21,Giants,Away,Dolphins,L,9,20,0
2021,Regular Season,13,12/5/21,Lions,Home,Vikings,W,29,27,0
2021,Regular Season,13,12/5/21,Vikings,Away,Lions,L,27,29,0
2021,Regular Season,13,12/5/21,Chargers,Away,Bengals,W,41,22,0
2021,Regular Season,13,12/5/21,Bengals,Home,Chargers,L,22,41,0
2021,Regular Season,13,12/5/21,Cardinals,Away,Bears,W,33,22,0
2021,Regular Season,13,12/5/21,Bears,Home,Cardinals,L,22,33,0
2021,Regular Season,13,12/5/21,Buccaneers,Away,Falcons,W,30,17,0
2021,Regular Season,13,12/5/21,Falcons,Home,Buccaneers,L,17,30,0
2021,Regular Season,13,12/2/21,Cowboys,Away,Saints,W,27,17,0
2021,Regular Season,13,12/2/21,Saints,Home,Cowboys,L,17,27,0
2021,Regular Season,12,11/29/21,Washington,Home,Seahawks,W,17,15,0
2021,Regular Season,12,11/29/21,Seahawks,Away,Washington,L,15,17,0
2021,Regular Season,12,11/28/21,Ravens,Home,Browns,W,16,10,0
2021,Regular Season,12,11/28/21,Browns,Away,Ravens,L,10,16,0
2021,Regular Season,12,11/28/21,49ers,Home,Vikings,W,34,26,0
2021,Regular Season,12,11/28/21,Vikings,Away,49ers,L,26,34,0
2021,Regular Season,12,11/28/21,Packers,Home,Rams,W,36,28,0
2021,Regular Season,12,11/28/21,Rams,Away,Packers,L,28,36,0
2021,Regular Season,12,11/28/21,Broncos,Home,Chargers,W,28,13,0
2021,Regular Season,12,11/28/21,Chargers,Away,Broncos,L,13,28,0
2021,Regular Season,12,11/28/21,Jets,Away,Texans,W,21,14,0
2021,Regular Season,12,11/28/21,Texans,Home,Jets,L,14,21,0
2021,Regular Season,12,11/28/21,Falcons,Away,Jaguars,W,21,14,0
2021,Regular Season,12,11/28/21,Jaguars,Home,Falcons,L,14,21,0
2021,Regular Season,12,11/28/21,Giants,Home,Eagles,W,13,7,0
2021,Regular Season,12,11/28/21,Eagles,Away,Giants,L,7,13,0
2021,Regular Season,12,11/28/21,Patriots,Home,Titans,W,36,13,0
2021,Regular Season,12,11/28/21,Titans,Away,Patriots,L,13,36,0
2021,Regular Season,12,11/28/21,Dolphins,Home,Panthers,W,33,10,0
2021,Regular Season,12,11/28/21,Panthers,Away,Dolphins,L,10,33,0
2021,Regular Season,12,11/28/21,Buccaneers,Away,Colts,W,38,31,0
2021,Regular Season,12,11/28/21,Colts,Home,Buccaneers,L,31,38,0
2021,Regular Season,12,11/28/21,Bengals,Home,Steelers,W,41,10,0
2021,Regular Season,12,11/28/21,Steelers,Away,Bengals,L,10,41,0
2021,Regular Season,12,11/25/21,Bills,Away,Saints,W,31,6,0
2021,Regular Season,12,11/25/21,Saints,Home,Bills,L,6,31,0
2021,Regular Season,12,11/25/21,Raiders,Away,Cowboys,W,36,33,1
2021,Regular Season,12,11/25/21,Cowboys,Home,Raiders,L,33,36,1
2021,Regular Season,12,11/25/21,Bears,Away,Lions,W,16,14,0
2021,Regular Season,12,11/25/21,Lions,Home,Bears,L,14,16,0
2021,Regular Season,11,11/22/21,Buccaneers,Home,Giants,W,30,10,0
2021,Regular Season,11,11/22/21,Giants,Away,Buccaneers,L,10,30,0
2021,Regular Season,11,11/21/21,Chargers,Home,Steelers,W,41,37,0
2021,Regular Season,11,11/21/21,Steelers,Away,Chargers,L,37,41,0
2021,Regular Season,11,11/21/21,Cardinals,Away,Seahawks,W,23,13,0
2021,Regular Season,11,11/21/21,Seahawks,Home,Cardinals,L,13,23,0
2021,Regular Season,11,11/21/21,Chiefs,Home,Cowboys,W,19,9,0
2021,Regular Season,11,11/21/21,Cowboys,Away,Chiefs,L,9,19,0
2021,Regular Season,11,11/21/21,Bengals,Away,Raiders,W,32,13,0
2021,Regular Season,11,11/21/21,Raiders,Home,Bengals,L,13,32,0
2021,Regular Season,11,11/21/21,49ers,Away,Jaguars,W,30,10,0
2021,Regular Season,11,11/21/21,Jaguars,Home,49ers,L,10,30,0
2021,Regular Season,11,11/21/21,Washington,Away,Panthers,W,27,21,0
2021,Regular Season,11,11/21/21,Panthers,Home,Washington,L,21,27,0
2021,Regular Season,11,11/21/21,Eagles,Home,Saints,W,40,29,0
2021,Regular Season,11,11/21/21,Saints,Away,Eagles,L,29,40,0
2021,Regular Season,11,11/21/21,Dolphins,Away,Jets,W,24,17,0
2021,Regular Season,11,11/21/21,Jets,Home,Dolphins,L,17,24,0
2021,Regular Season,11,11/21/21,Vikings,Home,Packers,W,34,31,0
2021,Regular Season,11,11/21/21,Packers,Away,Vikings,L,31,34,0
2021,Regular Season,11,11/21/21,Texans,Away,Titans,W,22,13,0
2021,Regular Season,11,11/21/21,Titans,Home,Texans,L,13,22,0
2021,Regular Season,11,11/21/21,Browns,Home,Lions,W,13,10,0
2021,Regular Season,11,11/21/21,Lions,Away,Browns,L,10,13,0
2021,Regular Season,11,11/21/21,Ravens,Away,Bears,W,16,13,0
2021,Regular Season,11,11/21/21,Bears,Home,Ravens,L,13,16,0
2021,Regular Season,11,11/21/21,Colts,Away,Bills,W,41,15,0
2021,Regular Season,11,11/21/21,Bills,Home,Colts,L,15,41,0
2021,Regular Season,11,11/18/21,Patriots,Away,Falcons,W,25,0,0
2021,Regular Season,11,11/18/21,Falcons,Home,Patriots,L,0,25,0
2021,Regular Season,10,11/15/21,49ers,Home,Rams,W,31,10,0
2021,Regular Season,10,11/15/21,Rams,Away,49ers,L,10,31,0
2021,Regular Season,10,11/14/21,Chiefs,Away,Raiders,W,41,14,0
2021,Regular Season,10,11/14/21,Raiders,Home,Chiefs,L,14,41,0
2021,Regular Season,10,11/14/21,Packers,Home,Seahawks,W,17,0,0
2021,Regular Season,10,11/14/21,Seahawks,Away,Packers,L,0,17,0
2021,Regular Season,10,11/14/21,Eagles,Away,Broncos,W,30,13,0
2021,Regular Season,10,11/14/21,Broncos,Home,Eagles,L,13,30,0
2021,Regular Season,10,11/14/21,Vikings,Away,Chargers,W,27,20,0
2021,Regular Season,10,11/14/21,Chargers,Home,Vikings,L,20,27,0
2021,Regular Season,10,11/14/21,Panthers,Away,Cardinals,W,34,10,0
2021,Regular Season,10,11/14/21,Cardinals,Home,Panthers,L,10,34,0
2021,Regular Season,10,11/14/21,Washington,Home,Buccaneers,W,29,19,0
2021,Regular Season,10,11/14/21,Buccaneers,Away,Washington,L,19,29,0
2021,Regular Season,10,11/14/21,Steelers,Home,Lions,T,16,16,1
2021,Regular Season,10,11/14/21,Lions,Away,Steelers,T,16,16,1
2021,Regular Season,10,11/14/21,Bills,Away,Jets,W,45,17,0
2021,Regular Season,10,11/14/21,Jets,Home,Bills,L,17,45,0
2021,Regular Season,10,11/14/21,Patriots,Home,Browns,W,45,7,0
2021,Regular Season,10,11/14/21,Browns,Away,Patriots,L,7,45,0
2021,Regular Season,10,11/14/21,Colts,Home,Jaguars,W,23,17,0
2021,Regular Season,10,11/14/21,Jaguars,Away,Colts,L,17,23,0
2021,Regular Season,10,11/14/21,Titans,Home,Saints,W,23,21,0
2021,Regular Season,10,11/14/21,Saints,Away,Titans,L,21,23,0
2021,Regular Season,10,11/14/21,Cowboys,Home,Falcons,W,43,3,0
2021,Regular Season,10,11/14/21,Falcons,Away,Cowboys,L,3,43,0
2021,Regular Season,10,11/11/21,Dolphins,Home,Ravens,W,22,10,0
2021,Regular Season,10,11/11/21,Ravens,Away,Dolphins,L,10,22,0
2021,Regular Season,9,11/8/21,Steelers,Home,Bears,W,29,27,0
2021,Regular Season,9,11/8/21,Bears,Away,Steelers,L,27,29,0
2021,Regular Season,9,11/7/21,Titans,Away,Rams,W,28,16,0
2021,Regular Season,9,11/7/21,Rams,Home,Titans,L,16,28,0
2021,Regular Season,9,11/7/21,Cardinals,Away,49ers,W,31,17,0
2021,Regular Season,9,11/7/21,49ers,Home,Cardinals,L,17,31,0
2021,Regular Season,9,11/7/21,Chiefs,Home,Packers,W,13,7,0
2021,Regular Season,9,11/7/21,Packers,Away,Chiefs,L,7,13,0
2021,Regular Season,9,11/7/21,Chargers,Away,Eagles,W,27,24,0
2021,Regular Season,9,11/7/21,Eagles,Home,Chargers,L,24,27,0
2021,Regular Season,9,11/7/21,Ravens,Home,Vikings,W,34,31,1
2021,Regular Season,9,11/7/21,Vikings,Away,Ravens,L,31,34,1
2021,Regular Season,9,11/7/21,Jaguars,Home,Bills,W,9,6,0
2021,Regular Season,9,11/7/21,Bills,Away,Jaguars,L,6,9,0
2021,Regular Season,9,11/7/21,Patriots,Away,Panthers,W,24,6,0
2021,Regular Season,9,11/7/21,Panthers,Home,Patriots,L,6,24,0
2021,Regular Season,9,11/7/21,Giants,Home,Raiders,W,23,16,0
2021,Regular Season,9,11/7/21,Raiders,Away,Giants,L,16,23,0
2021,Regular Season,9,11/7/21,Falcons,Away,Saints,W,27,25,0
2021,Regular Season,9,11/7/21,Saints,Home,Falcons,L,25,27,0
2021,Regular Season,9,11/7/21,Dolphins,Home,Texans,W,17,9,0
2021,Regular Season,9,11/7/21,Texans,Away,Dolphins,L,9,17,0
2021,Regular Season,9,11/7/21,Broncos,Away,Cowboys,W,30,16,0
2021,Regular Season,9,11/7/21,Cowboys,Home,Broncos,L,16,30,0
2021,Regular Season,9,11/7/21,Browns,Away,Bengals,W,41,16,0
2021,Regular Season,9,11/7/21,Bengals,Home,Browns,L,16,41,0
2021,Regular Season,9,11/4/21,Colts,Home,Jets,W,45,30,0
2021,Regular Season,9,11/4/21,Jets,Away,Colts,L,30,45,0
2021,Regular Season,8,11/1/21,Chiefs,Home,Giants,W,20,17,0
2021,Regular Season,8,11/1/21,Giants,Away,Chiefs,L,17,20,0
2021,Regular Season,8,10/31/21,Cowboys,Away,Vikings,W,20,16,0
2021,Regular Season,8,10/31/21,Vikings,Home,Cowboys,L,16,20,0
2021,Regular Season,8,10/31/21,Saints,Home,Buccaneers,W,36,27,0
2021,Regular Season,8,10/31/21,Buccaneers,Away,Saints,L,27,36,0
2021,Regular Season,8,10/31/21,Broncos,Home,Washington,W,17,10,0
2021,Regular Season,8,10/31/21,Washington,Away,Broncos,L,10,17,0
2021,Regular Season,8,10/31/21,Seahawks,Home,Jaguars,W,31,7,0
2021,Regular Season,8,10/31/21,Jaguars,Away,Seahawks,L,7,31,0
2021,Regular Season,8,10/31/21,Patriots,Away,Chargers,W,27,24,0
2021,Regular Season,8,10/31/21,Chargers,Home,Patriots,L,24,27,0
2021,Regular Season,8,10/31/21,Rams,Away,Texans,W,38,22,0
2021,Regular Season,8,10/31/21,Texans,Home,Rams,L,22,38,0
2021,Regular Season,8,10/31/21,Jets,Home,Bengals,W,34,31,0
2021,Regular Season,8,10/31/21,Bengals,Away,Jets,L,31,34,0
2021,Regular Season,8,10/31/21,Titans,Away,Colts,W,34,31,1
2021,Regular Season,8,10/31/21,Colts,Home,Titans,L,31,34,1
2021,Regular Season,8,10/31/21,Eagles,Away,Lions,W,44,6,0
2021,Regular Season,8,10/31/21,Lions,Home,Eagles,L,6,44,0
2021,Regular Season,8,10/31/21,Steelers,Away,Browns,W,15,10,0
2021,Regular Season,8,10/31/21,Browns,Home,Steelers,L,10,15,0
2021,Regular Season,8,10/31/21,49ers,Away,Bears,W,33,22,0
2021,Regular Season,8,10/31/21,Bears,Home,49ers,L,22,33,0
2021,Regular Season,8,10/31/21,Bills,Home,Dolphins,W,26,11,0
2021,Regular Season,8,10/31/21,Dolphins,Away,Bills,L,11,26,0
2021,Regular Season,8,10/31/21,Panthers,Away,Falcons,W,19,13,0
2021,Regular Season,8,10/31/21,Falcons,Home,Panthers,L,13,19,0
2021,Regular Season,8,10/28/21,Packers,Away,Cardinals,W,24,21,0
2021,Regular Season,8,10/28/21,Cardinals,Home,Packers,L,21,24,0
2021,Regular Season,7,10/25/21,Saints,Away,Seahawks,W,13,10,0
2021,Regular Season,7,10/25/21,Seahawks,Home,Saints,L,10,13,0
2021,Regular Season,7,10/24/21,Colts,Away,49ers,W,30,18,0
2021,Regular Season,7,10/24/21,49ers,Home,Colts,L,18,30,0
2021,Regular Season,7,10/24/21,Buccaneers,Home,Bears,W,38,3,0
2021,Regular Season,7,10/24/21,Bears,Away,Buccaneers,L,3,38,0
2021,Regular Season,7,10/24/21,Cardinals,Home,Texans,W,31,5,0
2021,Regular Season,7,10/24/21,Texans,Away,Cardinals,L,5,31,0
2021,Regular Season,7,10/24/21,Rams,Home,Lions,W,28,19,0
2021,Regular Season,7,10/24/21,Lions,Away,Rams,L,19,28,0
2021,Regular Season,7,10/24/21,Raiders,Home,Eagles,W,33,22,0
2021,Regular Season,7,10/24/21,Eagles,Away,Raiders,L,22,33,0
2021,Regular Season,7,10/24/21,Bengals,Away,Ravens,W,41,17,0
2021,Regular Season,7,10/24/21,Ravens,Home,Bengals,L,17,41,0
2021,Regular Season,7,10/24/21,Giants,Home,Panthers,W,25,3,0
2021,Regular Season,7,10/24/21,Panthers,Away,Giants,L,3,25,0
2021,Regular Season,7,10/24/21,Patriots,Home,Jets,W,54,13,0
2021,Regular Season,7,10/24/21,Jets,Away,Patriots,L,13,54,0
2021,Regular Season,7,10/24/21,Falcons,Away,Dolphins,W,30,28,0
2021,Regular Season,7,10/24/21,Dolphins,Home,Falcons,L,28,30,0
2021,Regular Season,7,10/24/21,Titans,Home,Chiefs,W,27,3,0
2021,Regular Season,7,10/24/21,Chiefs,Away,Titans,L,3,27,0
2021,Regular Season,7,10/24/21,Packers,Home,Washington,W,24,10,0
2021,Regular Season,7,10/24/21,Washington,Away,Packers,L,10,24,0
2021,Regular Season,7,10/21/21,Browns,Home,Broncos,W,17,14,0
2021,Regular Season,7,10/21/21,Broncos,Away,Browns,L,14,17,0
2021,Regular Season,6,10/18/21,Titans,Home,Bills,W,34,31,0
2021,Regular Season,6,10/18/21,Bills,Away,Titans,L,31,34,0
2021,Regular Season,6,10/17/21,Chiefs,Away,Washington,W,31,13,0
2021,Regular Season,6,10/17/21,Washington,Home,Chiefs,L,13,31,0
2021,Regular Season,6,10/17/21,Steelers,Home,Seahawks,W,23,20,1
2021,Regular Season,6,10/17/21,Seahawks,Away,Steelers,L,20,23,1
2021,Regular Season,6,10/17/21,Rams,Away,Giants,W,38,11,0
2021,Regular Season,6,10/17/21,Giants,Home,Rams,L,11,38,0
2021,Regular Season,6,10/17/21,Cowboys,Away,Patriots,W,35,29,1
2021,Regular Season,6,10/17/21,Patriots,Home,Cowboys,L,29,35,1
2021,Regular Season,6,10/17/21,Jaguars,Neutral,Dolphins,W,23,20,0
2021,Regular Season,6,10/17/21,Dolphins,Neutral,Jaguars,L,20,23,0
2021,Regular Season,6,10/17/21,Colts,Home,Texans,W,31,3,0
2021,Regular Season,6,10/17/21,Texans,Away,Colts,L,3,31,0
2021,Regular Season,6,10/17/21,Bengals,Away,Lions,W,34,11,0
2021,Regular Season,6,10/17/21,Lions,Home,Bengals,L,11,34,0
2021,Regular Season,6,10/17/21,Raiders,Away,Broncos,W,34,24,0
2021,Regular Season,6,10/17/21,Broncos,Home,Raiders,L,24,34,0
2021,Regular Season,6,10/17/21,Cardinals,Away,Browns,W,37,14,0
2021,Regular Season,6,10/17/21,Browns,Home,Cardinals,L,14,37,0
2021,Regular Season,6,10/17/21,Packers,Away,Bears,W,24,14,0
2021,Regular Season,6,10/17/21,Bears,Home,Packers,L,14,24,0
2021,Regular Season,6,10/17/21,Vikings,Away,Panthers,W,34,28,1
2021,Regular Season,6,10/17/21,Panthers,Home,Vikings,L,28,34,1
2021,Regular Season,6,10/17/21,Ravens,Home,Chargers,W,34,6,0
2021,Regular Season,6,10/17/21,Chargers,Away,Ravens,L,6,34,0
2021,Regular Season,6,10/14/21,Buccaneers,Away,Eagles,W,28,22,0
2021,Regular Season,6,10/14/21,Eagles,Home,Buccaneers,L,22,28,0
2021,Regular Season,5,10/11/21,Ravens,Home,Colts,W,31,25,1
2021,Regular Season,5,10/11/21,Colts,Away,Ravens,L,25,31,1
2021,Regular Season,5,10/10/21,Saints,Away,Washington,W,33,22,0
2021,Regular Season,5,10/10/21,Washington,Home,Saints,L,22,33,0
2021,Regular Season,5,10/10/21,Buccaneers,Home,Dolphins,W,45,17,0
2021,Regular Season,5,10/10/21,Dolphins,Away,Buccaneers,L,17,45,0
2021,Regular Season,5,10/10/21,Steelers,Home,Broncos,W,27,19,0
2021,Regular Season,5,10/10/21,Broncos,Away,Steelers,L,19,27,0
2021,Regular Season,5,10/10/21,Vikings,Home,Lions,W,19,17,0
2021,Regular Season,5,10/10/21,Lions,Away,Vikings,L,17,19,0
2021,Regular Season,5,10/10/21,Bears,Away,Raiders,W,20,9,0
2021,Regular Season,5,10/10/21,Raiders,Home,Bears,L,9,20,0
2021,Regular Season,5,10/10/21,Chargers,Home,Browns,W,47,42,0
2021,Regular Season,5,10/10/21,Browns,Away,Chargers,L,42,47,0
2021,Regular Season,5,10/10/21,Bills,Away,Chiefs,W,38,20,0
2021,Regular Season,5,10/10/21,Chiefs,Home,Bills,L,20,38,0
2021,Regular Season,5,10/10/21,Titans,Away,Jaguars,W,37,19,0
2021,Regular Season,5,10/10/21,Jaguars,Home,Titans,L,19,37,0
2021,Regular Season,5,10/10/21,Patriots,Away,Texans,W,25,22,0
2021,Regular Season,5,10/10/21,Texans,Home,Patriots,L,22,25,0
2021,Regular Season,5,10/10/21,Cowboys,Home,Giants,W,44,20,0
2021,Regular Season,5,10/10/21,Giants,Away,Cowboys,L,20,44,0
2021,Regular Season,5,10/10/21,Packers,Away,Bengals,W,25,22,1
2021,Regular Season,5,10/10/21,Bengals,Home,Packers,L,22,25,1
2021,Regular Season,5,10/10/21,Eagles,Away,Panthers,W,21,18,0
2021,Regular Season,5,10/10/21,Panthers,Home,Eagles,L,18,21,0
2021,Regular Season,5,10/10/21,Falcons,Neutral,Jets,W,27,20,0
2021,Regular Season,5,10/10/21,Jets,Neutral,Falcons,L,20,27,0
2021,Regular Season,5,10/10/21,Cardinals,Home,49ers,W,17,10,0
2021,Regular Season,5,10/10/21,49ers,Away,Cardinals,L,10,17,0
2021,Regular Season,5,10/7/21,Rams,Away,Seahawks,W,26,17,0
2021,Regular Season,5,10/7/21,Seahawks,Home,Rams,L,17,26,0
2021,Regular Season,4,10/4/21,Chargers,Home,Raiders,W,28,14,0
2021,Regular Season,4,10/4/21,Raiders,Away,Chargers,L,14,28,0
2021,Regular Season,4,10/3/21,Seahawks,Away,49ers,W,28,21,0
