Season,Game Type,Week,Date,Team,Site,Opponent,Result,Team Pts,Opp Pts,OT
2021,Regular Season,4,10/3/21,49ers,Home,Seahawks,L,21,28,0
2021,Regular Season,4,10/3/21,Chiefs,Away,Eagles,W,42,30,0
2021,Regular Season,4,10/3/21,Eagles,Home,Chiefs,L,30,42,0
2021,Regular Season,4,10/3/21,Jets,Home,Titans,W,27,24,1
2021,Regular Season,4,10/3/21,Titans,Away,Jets,L,24,27,1
2021,Regular Season,4,10/3/21,Giants,Away,Saints,W,27,21,1
2021,Regular Season,4,10/3/21,Saints,Home,Giants,L,21,27,1
2021,Regular Season,4,10/3/21,Buccaneers,Away,Patriots,W,19,17,0
2021,Regular Season,4,10/3/21,Patriots,Home,Buccaneers,L,17,19,0
2021,Regular Season,4,10/3/21,Browns,Away,Vikings,W,14,7,0
2021,Regular Season,4,10/3/21,Vikings,Home,Browns,L,7,14,0
2021,Regular Season,4,10/3/21,Colts,Away,Dolphins,W,27,17,0
2021,Regular Season,4,10/3/21,Dolphins,Home,Colts,L,17,27,0
2021,Regular Season,4,10/3/21,Cardinals,Away,Rams,W,37,20,0
2021,Regular Season,4,10/3/21,Rams,Home,Cardinals,L,20,37,0
2021,Regular Season,4,10/3/21,Packers,Home,Steelers,W,27,17,0
2021,Regular Season,4,10/3/21,Steelers,Away,Packers,L,17,27,0
2021,Regular Season,4,10/3/21,Ravens,Away,Broncos,W,23,7,0
2021,Regular Season,4,10/3/21,Broncos,Home,Ravens,L,7,23,0
2021,Regular Season,4,10/3/21,Cowboys,Home,Panthers,W,36,28,0
2021,Regular Season,4,10/3/21,Panthers,Away,Cowboys,L,28,36,0
2021,Regular Season,4,10/3/21,Bears,Home,Lions,W,24,14,0
2021,Regular Season,4,10/3/21,Lions,Away,Bears,L,14,24,0
2021,Regular Season,4,10/3/21,Bills,Home,Texans,W,40,0,0
2021,Regular Season,4,10/3/21,Texans,Away,Bills,L,0,40,0
2021,Regular Season,4,10/3/21,Washington,Away,Falcons,W,34,30,0
2021,Regular Season,4,10/3/21,Falcons,Home,Washington,L,30,34,0
2021,Regular Season,4,9/30/21,Bengals,Home,Jaguars,W,24,21,0
2021,Regular Season,4,9/30/21,Jaguars,Away,Bengals,L,21,24,0
2021,Regular Season,3,9/27/21,Cowboys,Home,Eagles,W,41,21,0
2021,Regular Season,3,9/27/21,Eagles,Away,Cowboys,L,21,41,0
2021,Regular Season,3,9/26/21,Titans,Home,Colts,W,25,16,0
2021,Regular Season,3,9/26/21,Colts,Away,Titans,L,16,25,0
2021,Regular Season,3,9/26/21,Packers,Away,49ers,W,30,28,0
2021,Regular Season,3,9/26/21,49ers,Home,Packers,L,28,30,0
2021,Regular Season,3,9/26/21,Bengals,Away,Steelers,W,24,10,0
2021,Regular Season,3,9/26/21,Steelers,Home,Bengals,L,10,24,0
2021,Regular Season,3,9/26/21,Falcons,Away,Giants,W,17,14,0
2021,Regular Season,3,9/26/21,Giants,Home,Falcons,L,14,17,0
2021,Regular Season,3,9/26/21,Saints,Away,Patriots,W,28,13,0
2021,Regular Season,3,9/26/21,Patriots,Home,Saints,L,13,28,0
2021,Regular Season,3,9/26/21,Vikings,Home,Seahawks,W,30,17,0
2021,Regular Season,3,9/26/21,Seahawks,Away,Vikings,L,17,30,0
2021,Regular Season,3,9/26/21,Raiders,Home,Dolphins,W,31,28,1
2021,Regular Season,3,9/26/21,Dolphins,Away,Raiders,L,28,31,1
2021,Regular Season,3,9/26/21,Rams,Home,Buccaneers,W,34,24,0
2021,Regular Season,3,9/26/21,Buccaneers,Away,Rams,L,24,34,0
2021,Regular Season,3,9/26/21,Chargers,Away,Chiefs,W,30,24,0
2021,Regular Season,3,9/26/21,Chiefs,Home,Chargers,L,24,30,0
2021,Regular Season,3,9/26/21,Cardinals,Away,Jaguars,W,31,19,0
2021,Regular Season,3,9/26/21,Jaguars,Home,Cardinals,L,19,31,0
2021,Regular Season,3,9/26/21,Ravens,Away,Lions,W,19,17,0
2021,Regular Season,3,9/26/21,Lions,Home,Ravens,L,17,19,0
2021,Regular Season,3,9/26/21,Broncos,Home,Jets,W,26,0,0
2021,Regular Season,3,9/26/21,Jets,Away,Broncos,L,0,26,0
2021,Regular Season,3,9/26/21,Browns,Home,Bears,W,26,6,0
2021,Regular Season,3,9/26/21,Bears,Away,Browns,L,6,26,0
2021,Regular Season,3,9/26/21,Bills,Home,Washington,W,43,21,0
2021,Regular Season,3,9/26/21,Washington,Away,Bills,L,21,43,0
2021,Regular Season,3,9/23/21,Panthers,Away,Texans,W,24,9,0
2021,Regular Season,3,9/23/21,Texans,Home,Panthers,L,9,24,0
2021,Regular Season,2,9/20/21,Packers,Home,Lions,W,35,17,0
2021,Regular Season,2,9/20/21,Lions,Away,Packers,L,17,35,0
2021,Regular Season,2,9/19/21,Buccaneers,Home,Falcons,W,48,25,0
2021,Regular Season,2,9/19/21,Falcons,Away,Buccaneers,L,25,48,0
2021,Regular Season,2,9/19/21,Titans,Away,Seahawks,W,33,30,1
2021,Regular Season,2,9/19/21,Seahawks,Home,Titans,L,30,33,1
2021,Regular Season,2,9/19/21,Raiders,Away,Steelers,W,26,17,0
2021,Regular Season,2,9/19/21,Steelers,Home,Raiders,L,17,26,0
2021,Regular Season,2,9/19/21,49ers,Away,Eagles,W,17,11,0
2021,Regular Season,2,9/19/21,Eagles,Home,49ers,L,11,17,0
2021,Regular Season,2,9/19/21,Patriots,Away,Jets,W,25,6,0
2021,Regular Season,2,9/19/21,Jets,Home,Patriots,L,6,25,0
2021,Regular Season,2,9/19/21,Bills,Away,Dolphins,W,35,0,0
2021,Regular Season,2,9/19/21,Dolphins,Home,Bills,L,0,35,0
2021,Regular Season,2,9/19/21,Cowboys,Away,Chargers,W,20,17,0
2021,Regular Season,2,9/19/21,Chargers,Home,Cowboys,L,17,20,0
2021,Regular Season,2,9/19/21,Broncos,Away,Jaguars,W,23,13,0
2021,Regular Season,2,9/19/21,Jaguars,Home,Broncos,L,13,23,0
2021,Regular Season,2,9/19/21,Rams,Away,Colts,W,27,24,0
2021,Regular Season,2,9/19/21,Colts,Home,Rams,L,24,27,0
2021,Regular Season,2,9/19/21,Browns,Home,Texans,W,31,21,0
2021,Regular Season,2,9/19/21,Texans,Away,Browns,L,21,31,0
2021,Regular Season,2,9/19/21,Bears,Home,Bengals,W,20,17,0
2021,Regular Season,2,9/19/21,Bengals,Away,Bears,L,17,20,0
2021,Regular Season,2,9/19/21,Panthers,Home,Saints,W,26,7,0
2021,Regular Season,2,9/19/21,Saints,Away,Panthers,L,7,26,0
2021,Regular Season,2,9/19/21,Ravens,Home,Chiefs,W,36,35,0
2021,Regular Season,2,9/19/21,Chiefs,Away,Ravens,L,35,36,0
2021,Regular Season,2,9/19/21,Cardinals,Home,Vikings,W,34,33,0
2021,Regular Season,2,9/19/21,Vikings,Away,Cardinals,L,33,34,0
2021,Regular Season,2,9/16/21,Washington,Home,Giants,W,30,29,0
2021,Regular Season,2,9/16/21,Giants,Away,Washington,L,29,30,0
2021,Regular Season,1,9/13/21,Raiders,Home,Ravens,W,33,27,1
2021,Regular Season,1,9/13/21,Ravens,Away,Raiders,L,27,33,1
2021,Regular Season,1,9/12/21,Chargers,Away,Washington,W,20,16,0
2021,Regular Season,1,9/12/21,Washington,Home,Chargers,L,16,20,0
2021,Regular Season,1,9/12/21,Cardinals,Away,Titans,W,38,13,0
2021,Regular Season,1,9/12/21,Titans,Home,Cardinals,L,13,38,0
2021,Regular Season,1,9/12/21,Broncos,Away,Giants,W,27,13,0
2021,Regular Season,1,9/12/21,Giants,Home,Broncos,L,13,27,0
2021,Regular Season,1,9/12/21,Saints,Home,Packers,W,38,3,0
2021,Regular Season,1,9/12/21,Packers,Away,Saints,L,3,38,0
2021,Regular Season,1,9/12/21,Dolphins,Away,Patriots,W,17,16,0
2021,Regular Season,1,9/12/21,Patriots,Home,Dolphins,L,16,17,0
2021,Regular Season,1,9/12/21,Rams,Home,Bears,W,34,14,0
2021,Regular Season,1,9/12/21,Bears,Away,Rams,L,14,34,0
2021,Regular Season,1,9/12/21,Chiefs,Home,Browns,W,33,29,0
2021,Regular Season,1,9/12/21,Browns,Away,Chiefs,L,29,33,0
2021,Regular Season,1,9/12/21,Seahawks,Away,Colts,W,28,16,0
2021,Regular Season,1,9/12/21,Colts,Home,Seahawks,L,16,28,0
2021,Regular Season,1,9/12/21,Texans,Home,Jaguars,W,37,21,0
2021,Regular Season,1,9/12/21,Jaguars,Away,Texans,L,21,37,0
2021,Regular Season,1,9/12/21,49ers,Away,Lions,W,41,33,0
2021,Regular Season,1,9/12/21,Lions,Home,49ers,L,33,41,0
2021,Regular Season,1,9/12/21,Bengals,Home,Vikings,W,27,24,1
2021,Regular Season,1,9/12/21,Vikings,Away,Bengals,L,24,27,1
2021,Regular Season,1,9/12/21,Panthers,Home,Jets,W,19,14,0
2021,Regular Season,1,9/12/21,Jets,Away,Panthers,L,14,19,0
2021,Regular Season,1,9/12/21,Steelers,Away,Bills,W,23,16,0
2021,Regular Season,1,9/12/21,Bills,Home,Steelers,L,16,23,0
2021,Regular Season,1,9/12/21,Eagles,Away,Falcons,W,32,6,0
2021,Regular Season,1,9/12/21,Falcons,Home,Eagles,L,6,32,0
2021,Regular Season,1,9/9/21,Buccaneers,Home,Cowboys,W,31,29,0
2021,Regular Season,1,9/9/21,Cowboys,Away,Buccaneers,L,29,31,0
2020,Super Bowl,N/A,2/7/21,Buccaneers,Home,Chiefs,W,31,9,0
2020,Super Bowl,N/A,2/7/21,Chiefs,Away,Buccaneers,L,9,31,0
2020,Conf Champ,N/A,1/24/21,Chiefs,Home,Bills,W,38,24,0
2020,Conf Champ,N/A,1/24/21,Bills,Away,Chiefs,L,24,38,0
2020,Conf Champ,N/A,1/24/21,Buccaneers,Away,Packers,W,31,26,0
2020,Conf Champ,N/A,1/24/21,Packers,Home,Buccaneers,L,26,31,0
2020,Div Playoffs,N/A,1/17/21,Buccaneers,Away,Saints,W,30,20,0
2020,Div Playoffs,N/A,1/17/21,Saints,Home,Buccaneers,L,20,30,0
2020,Div Playoffs,N/A,1/17/21,Chiefs,Home,Browns,W,22,17,0
2020,Div Playoffs,N/A,1/17/21,Browns,Away,Chiefs,L,17,22,0
2020,Div Playoffs,N/A,1/16/21,Packers,Home,Rams,W,32,18,0
2020,Div Playoffs,N/A,1/16/21,Rams,Away,Packers,L,18,32,0
2020,Div Playoffs,N/A,1/16/21,Bills,Home,Ravens,W,17,3,0
2020,Div Playoffs,N/A,1/16/21,Ravens,Away,Bills,L,3,17,0
2020,Wild Card,N/A,1/10/21,Ravens,Away,Titans,W,20,13,0
2020,Wild Card,N/A,1/10/21,Titans,Home,Ravens,L,13,20,0
2020,Wild Card,N/A,1/10/21,Browns,Away,Steelers,W,48,37,0
2020,Wild Card,N/A,1/10/21,Steelers,Home,Browns,L,37,48,0
2020,Wild Card,N/A,1/10/21,Saints,Home,Bears,W,21,9,0
2020,Wild Card,N/A,1/10/21,Bears,Away,Saints,L,9,21,0
2020,Wild Card,N/A,1/9/21,Buccaneers,Away,Washington,W,31,23,0
2020,Wild Card,N/A,1/9/21,Washington,Home,Buccaneers,L,23,31,0
2020,Wild Card,N/A,1/9/21,Rams,Away,Seahawks,W,30,20,0
2020,Wild Card,N/A,1/9/21,Seahawks,Home,Rams,L,20,30,0
2020,Wild Card,N/A,1/9/21,Bills,Home,Colts,W,27,24,0
2020,Wild Card,N/A,1/9/21,Colts,Away,Bills,L,24,27,0
2020,Regular Season,17,1/3/21,Buccaneers,Home,Falcons,W,44,27,0
2020,Regular Season,17,1/3/21,Falcons,Away,Buccaneers,L,27,44,0
2020,Regular Season,17,1/3/21,Seahawks,Away,49ers,W,26,23,0
2020,Regular Season,17,1/3/21,49ers,Home,Seahawks,L,23,26,0
2020,Regular Season,17,1/3/21,Washington,Away,Eagles,W,20,14,0
2020,Regular Season,17,1/3/21,Eagles,Home,Washington,L,14,20,0
2020,Regular Season,17,1/3/21,Giants,Home,Cowboys,W,23,19,0
2020,Regular Season,17,1/3/21,Cowboys,Away,Giants,L,19,23,0
2020,Regular Season,17,1/3/21,Patriots,Home,Jets,W,28,14,0
2020,Regular Season,17,1/3/21,Jets,Away,Patriots,L,14,28,0
2020,Regular Season,17,1/3/21,Rams,Home,Cardinals,W,18,7,0
2020,Regular Season,17,1/3/21,Cardinals,Away,Rams,L,7,18,0
2020,Regular Season,17,1/3/21,Chargers,Away,Chiefs,W,38,21,0
2020,Regular Season,17,1/3/21,Chiefs,Home,Chargers,L,21,38,0
2020,Regular Season,17,1/3/21,Colts,Home,Jaguars,W,28,14,0
2020,Regular Season,17,1/3/21,Jaguars,Away,Colts,L,14,28,0
2020,Regular Season,17,1/3/21,Titans,Away,Texans,W,41,38,0
2020,Regular Season,17,1/3/21,Texans,Home,Titans,L,38,41,0
2020,Regular Season,17,1/3/21,Vikings,Away,Lions,W,37,35,0
2020,Regular Season,17,1/3/21,Lions,Home,Vikings,L,35,37,0
2020,Regular Season,17,1/3/21,Raiders,Away,Broncos,W,32,31,0
2020,Regular Season,17,1/3/21,Broncos,Home,Raiders,L,31,32,0
2020,Regular Season,17,1/3/21,Browns,Home,Steelers,W,24,22,0
2020,Regular Season,17,1/3/21,Steelers,Away,Browns,L,22,24,0
2020,Regular Season,17,1/3/21,Ravens,Away,Bengals,W,38,3,0
2020,Regular Season,17,1/3/21,Bengals,Home,Ravens,L,3,38,0
2020,Regular Season,17,1/3/21,Packers,Away,Bears,W,35,16,0
2020,Regular Season,17,1/3/21,Bears,Home,Packers,L,16,35,0
2020,Regular Season,17,1/3/21,Saints,Away,Panthers,W,33,7,0
2020,Regular Season,17,1/3/21,Panthers,Home,Saints,L,7,33,0
2020,Regular Season,17,1/3/21,Bills,Home,Dolphins,W,56,26,0
2020,Regular Season,17,1/3/21,Dolphins,Away,Bills,L,26,56,0
2020,Regular Season,16,12/28/20,Bills,Away,Patriots,W,38,9,0
2020,Regular Season,16,12/28/20,Patriots,Home,Bills,L,9,38,0
2020,Regular Season,16,12/27/20,Panthers,Away,Washington,W,20,13,0
2020,Regular Season,16,12/27/20,Washington,Home,Panthers,L,13,20,0
2020,Regular Season,16,12/27/20,Seahawks,Home,Rams,W,20,9,0
2020,Regular Season,16,12/27/20,Rams,Away,Seahawks,L,9,20,0
2020,Regular Season,16,12/27/20,Steelers,Home,Colts,W,28,24,0
2020,Regular Season,16,12/27/20,Colts,Away,Steelers,L,24,28,0
2020,Regular Season,16,12/27/20,Jets,Home,Browns,W,23,16,0
2020,Regular Season,16,12/27/20,Browns,Away,Jets,L,16,23,0
2020,Regular Season,16,12/27/20,Chargers,Home,Broncos,W,19,16,0
2020,Regular Season,16,12/27/20,Broncos,Away,Chargers,L,16,19,0
2020,Regular Season,16,12/27/20,Chiefs,Home,Falcons,W,17,14,0
2020,Regular Season,16,12/27/20,Falcons,Away,Chiefs,L,14,17,0
2020,Regular Season,16,12/27/20,Bears,Away,Jaguars,W,41,17,0
2020,Regular Season,16,12/27/20,Jaguars,Home,Bears,L,17,41,0
2020,Regular Season,16,12/27/20,Bengals,Away,Texans,W,37,31,0
2020,Regular Season,16,12/27/20,Texans,Home,Bengals,L,31,37,0
2020,Regular Season,16,12/27/20,Packers,Home,Titans,W,40,14,0
2020,Regular Season,16,12/27/20,Titans,Away,Packers,L,14,40,0
2020,Regular Season,16,12/27/20,Cowboys,Home,Eagles,W,37,17,0
2020,Regular Season,16,12/27/20,Eagles,Away,Cowboys,L,17,37,0
2020,Regular Season,16,12/27/20,Ravens,Home,Giants,W,27,13,0
2020,Regular Season,16,12/27/20,Giants,Away,Ravens,L,13,27,0
2020,Regular Season,16,12/26/20,Dolphins,Away,Raiders,W,26,25,0
2020,Regular Season,16,12/26/20,Raiders,Home,Dolphins,L,25,26,0
2020,Regular Season,16,12/26/20,Buccaneers,Away,Lions,W,47,7,0
2020,Regular Season,16,12/26/20,Lions,Home,Buccaneers,L,7,47,0
2020,Regular Season,16,12/26/20,49ers,Away,Cardinals,W,20,12,0
2020,Regular Season,16,12/26/20,Cardinals,Home,49ers,L,12,20,0
2020,Regular Season,16,12/25/20,Saints,Home,Vikings,W,52,33,0
2020,Regular Season,16,12/25/20,Vikings,Away,Saints,L,33,52,0
2020,Regular Season,15,12/21/20,Bengals,Home,Steelers,W,27,17,0
2020,Regular Season,15,12/21/20,Steelers,Away,Bengals,L,17,27,0
2020,Regular Season,15,12/20/20,Seahawks,Away,Washington,W,20,15,0
2020,Regular Season,15,12/20/20,Washington,Home,Seahawks,L,15,20,0
2020,Regular Season,15,12/20/20,Titans,Home,Lions,W,46,25,0
2020,Regular Season,15,12/20/20,Lions,Away,Titans,L,25,46,0
2020,Regular Season,15,12/20/20,Browns,Away,Giants,W,20,6,0
2020,Regular Season,15,12/20/20,Giants,Home,Browns,L,6,20,0
2020,Regular Season,15,12/20/20,Chiefs,Away,Saints,W,32,29,0
2020,Regular Season,15,12/20/20,Saints,Home,Chiefs,L,29,32,0
2020,Regular Season,15,12/20/20,Bears,Away,Vikings,W,33,27,0
2020,Regular Season,15,12/20/20,Vikings,Home,Bears,L,27,33,0
2020,Regular Season,15,12/20/20,Dolphins,Home,Patriots,W,22,12,0
2020,Regular Season,15,12/20/20,Patriots,Away,Dolphins,L,12,22,0
2020,Regular Season,15,12/20/20,Jets,Away,Rams,W,23,20,0
2020,Regular Season,15,12/20/20,Rams,Home,Jets,L,20,23,0
2020,Regular Season,15,12/20/20,Colts,Home,Texans,W,27,20,0
2020,Regular Season,15,12/20/20,Texans,Away,Colts,L,20,27,0
2020,Regular Season,15,12/20/20,Cowboys,Home,49ers,W,41,33,0
2020,Regular Season,15,12/20/20,49ers,Away,Cowboys,L,33,41,0
2020,Regular Season,15,12/20/20,Ravens,Home,Jaguars,W,40,14,0
2020,Regular Season,15,12/20/20,Jaguars,Away,Ravens,L,14,40,0
2020,Regular Season,15,12/20/20,Buccaneers,Away,Falcons,W,31,27,0
2020,Regular Season,15,12/20/20,Falcons,Home,Buccaneers,L,27,31,0
2020,Regular Season,15,12/20/20,Cardinals,Home,Eagles,W,33,26,0
2020,Regular Season,15,12/20/20,Eagles,Away,Cardinals,L,26,33,0
2020,Regular Season,15,12/19/20,Packers,Home,Panthers,W,24,16,0
2020,Regular Season,15,12/19/20,Panthers,Away,Packers,L,16,24,0
2020,Regular Season,15,12/19/20,Bills,Away,Broncos,W,48,19,0
2020,Regular Season,15,12/19/20,Broncos,Home,Bills,L,19,48,0
2020,Regular Season,15,12/17/20,Chargers,Away,Raiders,W,30,27,1
2020,Regular Season,15,12/17/20,Raiders,Home,Chargers,L,27,30,1
2020,Regular Season,14,12/14/20,Ravens,Away,Browns,W,47,42,0
2020,Regular Season,14,12/14/20,Browns,Home,Ravens,L,42,47,0
2020,Regular Season,14,12/13/20,Buccaneers,Home,Vikings,W,26,14,0
2020,Regular Season,14,12/13/20,Vikings,Away,Buccaneers,L,14,26,0
2020,Regular Season,14,12/13/20,Seahawks,Home,Jets,W,40,3,0
2020,Regular Season,14,12/13/20,Jets,Away,Seahawks,L,3,40,0
2020,Regular Season,14,12/13/20,Washington,Away,49ers,W,23,15,0
2020,Regular Season,14,12/13/20,49ers,Home,Washington,L,15,23,0
2020,Regular Season,14,12/13/20,Eagles,Home,Saints,W,24,21,0
2020,Regular Season,14,12/13/20,Saints,Away,Eagles,L,21,24,0
2020,Regular Season,14,12/13/20,Cardinals,Away,Giants,W,26,7,0
2020,Regular Season,14,12/13/20,Giants,Home,Cardinals,L,7,26,0
2020,Regular Season,14,12/13/20,Chiefs,Away,Dolphins,W,33,27,0
2020,Regular Season,14,12/13/20,Dolphins,Home,Chiefs,L,27,33,0
2020,Regular Season,14,12/13/20,Colts,Away,Raiders,W,44,27,0
2020,Regular Season,14,12/13/20,Raiders,Home,Colts,L,27,44,0
2020,Regular Season,14,12/13/20,Chargers,Home,Falcons,W,20,17,0
2020,Regular Season,14,12/13/20,Falcons,Away,Chargers,L,17,20,0
2020,Regular Season,14,12/13/20,Titans,Away,Jaguars,W,31,10,0
2020,Regular Season,14,12/13/20,Jaguars,Home,Titans,L,10,31,0
2020,Regular Season,14,12/13/20,Packers,Away,Lions,W,31,24,0
2020,Regular Season,14,12/13/20,Lions,Home,Packers,L,24,31,0
2020,Regular Season,14,12/13/20,Cowboys,Away,Bengals,W,30,7,0
2020,Regular Season,14,12/13/20,Bengals,Home,Cowboys,L,7,30,0
2020,Regular Season,14,12/13/20,Bears,Home,Texans,W,36,7,0
2020,Regular Season,14,12/13/20,Texans,Away,Bears,L,7,36,0
2020,Regular Season,14,12/13/20,Broncos,Away,Panthers,W,32,27,0
2020,Regular Season,14,12/13/20,Panthers,Home,Broncos,L,27,32,0
2020,Regular Season,14,12/13/20,Bills,Home,Steelers,W,26,15,0
2020,Regular Season,14,12/13/20,Steelers,Away,Bills,L,15,26,0
2020,Regular Season,14,12/10/20,Rams,Home,Patriots,W,24,3,0
2020,Regular Season,14,12/10/20,Patriots,Away,Rams,L,3,24,0
2020,Regular Season,13,12/8/20,Ravens,Home,Cowboys,W,34,17,0
2020,Regular Season,13,12/8/20,Cowboys,Away,Ravens,L,17,34,0
2020,Regular Season,13,12/7/20,Bills,Away,49ers,W,34,24,0
2020,Regular Season,13,12/7/20,49ers,Home,Bills,L,24,34,0
2020,Regular Season,13,12/7/20,Washington,Away,Steelers,W,23,17,0
2020,Regular Season,13,12/7/20,Steelers,Home,Washington,L,17,23,0
2020,Regular Season,13,12/6/20,Browns,Away,Titans,W,41,35,0
2020,Regular Season,13,12/6/20,Titans,Home,Browns,L,35,41,0
2020,Regular Season,13,12/6/20,Giants,Away,Seahawks,W,17,12,0
2020,Regular Season,13,12/6/20,Seahawks,Home,Giants,L,12,17,0
2020,Regular Season,13,12/6/20,Raiders,Away,Jets,W,31,28,0
2020,Regular Season,13,12/6/20,Jets,Home,Raiders,L,28,31,0
2020,Regular Season,13,12/6/20,Vikings,Home,Jaguars,W,27,24,1
2020,Regular Season,13,12/6/20,Jaguars,Away,Vikings,L,24,27,1
2020,Regular Season,13,12/6/20,Dolphins,Home,Bengals,W,19,7,0
2020,Regular Season,13,12/6/20,Bengals,Away,Dolphins,L,7,19,0
2020,Regular Season,13,12/6/20,Patriots,Away,Chargers,W,45,0,0
2020,Regular Season,13,12/6/20,Chargers,Home,Patriots,L,0,45,0
2020,Regular Season,13,12/6/20,Chiefs,Home,Broncos,W,22,16,0
2020,Regular Season,13,12/6/20,Broncos,Away,Chiefs,L,16,22,0
2020,Regular Season,13,12/6/20,Colts,Away,Texans,W,26,20,0
2020,Regular Season,13,12/6/20,Texans,Home,Colts,L,20,26,0
2020,Regular Season,13,12/6/20,Packers,Home,Eagles,W,30,16,0
2020,Regular Season,13,12/6/20,Eagles,Away,Packers,L,16,30,0
2020,Regular Season,13,12/6/20,Lions,Away,Bears,W,34,30,0
2020,Regular Season,13,12/6/20,Bears,Home,Lions,L,30,34,0
2020,Regular Season,13,12/6/20,Saints,Away,Falcons,W,21,16,0
2020,Regular Season,13,12/6/20,Falcons,Home,Saints,L,16,21,0
2020,Regular Season,13,12/6/20,Rams,Away,Cardinals,W,38,28,0
2020,Regular Season,13,12/6/20,Cardinals,Home,Rams,L,28,38,0
2020,Regular Season,12,12/2/20,Steelers,Home,Ravens,W,19,14,0
2020,Regular Season,12,12/2/20,Ravens,Away,Steelers,L,14,19,0
2020,Regular Season,12,11/30/20,Seahawks,Away,Eagles,W,23,17,0
2020,Regular Season,12,11/30/20,Eagles,Home,Seahawks,L,17,23,0
2020,Regular Season,12,11/29/20,Chiefs,Away,Buccaneers,W,27,24,0
2020,Regular Season,12,11/29/20,Buccaneers,Home,Chiefs,L,24,27,0
2020,Regular Season,12,11/29/20,Dolphins,Away,Jets,W,20,3,0
2020,Regular Season,12,11/29/20,Jets,Home,Dolphins,L,3,20,0
2020,Regular Season,12,11/29/20,Patriots,Home,Cardinals,W,20,17,0
2020,Regular Season,12,11/29/20,Cardinals,Away,Patriots,L,17,20,0
2020,Regular Season,12,11/29/20,Vikings,Home,Panthers,W,28,27,0
2020,Regular Season,12,11/29/20,Panthers,Away,Vikings,L,27,28,0
2020,Regular Season,12,11/29/20,49ers,Away,Rams,W,23,20,0
2020,Regular Season,12,11/29/20,Rams,Home,49ers,L,20,23,0
2020,Regular Season,12,11/29/20,Browns,Away,Jaguars,W,27,25,0
2020,Regular Season,12,11/29/20,Jaguars,Home,Browns,L,25,27,0
2020,Regular Season,12,11/29/20,Titans,Away,Colts,W,45,26,0
2020,Regular Season,12,11/29/20,Colts,Home,Titans,L,26,45,0
2020,Regular Season,12,11/29/20,Packers,Home,Bears,W,41,25,0
2020,Regular Season,12,11/29/20,Bears,Away,Packers,L,25,41,0
2020,Regular Season,12,11/29/20,Saints,Away,Broncos,W,31,3,0
2020,Regular Season,12,11/29/20,Broncos,Home,Saints,L,3,31,0
2020,Regular Season,12,11/29/20,Giants,Away,Bengals,W,19,17,0
2020,Regular Season,12,11/29/20,Bengals,Home,Giants,L,17,19,0
2020,Regular Season,12,11/29/20,Bills,Home,Chargers,W,27,17,0
2020,Regular Season,12,11/29/20,Chargers,Away,Bills,L,17,27,0
2020,Regular Season,12,11/29/20,Falcons,Home,Raiders,W,43,6,0
2020,Regular Season,12,11/29/20,Raiders,Away,Falcons,L,6,43,0
2020,Regular Season,12,11/26/20,Texans,Away,Lions,W,41,25,0
2020,Regular Season,12,11/26/20,Lions,Home,Texans,L,25,41,0
2020,Regular Season,12,11/26/20,Washington,Away,Cowboys,W,41,16,0
2020,Regular Season,12,11/26/20,Cowboys,Home,Washington,L,16,41,0
2020,Regular Season,11,11/23/20,Rams,Away,Buccaneers,W,27,24,0
2020,Regular Season,11,11/23/20,Buccaneers,Home,Rams,L,24,27,0
2020,Regular Season,11,11/22/20,Washington,Home,Bengals,W,20,9,0
2020,Regular Season,11,11/22/20,Bengals,Away,Washington,L,9,20,0
2020,Regular Season,11,11/22/20,Saints,Home,Falcons,W,24,9,0
2020,Regular Season,11,11/22/20,Falcons,Away,Saints,L,9,24,0
2020,Regular Season,11,11/22/20,Cowboys,Away,Vikings,W,31,28,0
2020,Regular Season,11,11/22/20,Vikings,Home,Cowboys,L,28,31,0
2020,Regular Season,11,11/22/20,Chiefs,Away,Raiders,W,35,31,0
2020,Regular Season,11,11/22/20,Raiders,Home,Chiefs,L,31,35,0
2020,Regular Season,11,11/22/20,Chargers,Home,Jets,W,34,28,0
2020,Regular Season,11,11/22/20,Jets,Away,Chargers,L,28,34,0
2020,Regular Season,11,11/22/20,Steelers,Away,Jaguars,W,27,3,0
2020,Regular Season,11,11/22/20,Jaguars,Home,Steelers,L,3,27,0
2020,Regular Season,11,11/22/20,Colts,Home,Packers,W,34,31,1
2020,Regular Season,11,11/22/20,Packers,Away,Colts,L,31,34,1
2020,Regular Season,11,11/22/20,Texans,Home,Patriots,W,27,20,0
2020,Regular Season,11,11/22/20,Patriots,Away,Texans,L,20,27,0
2020,Regular Season,11,11/22/20,Broncos,Home,Dolphins,W,20,13,0
2020,Regular Season,11,11/22/20,Dolphins,Away,Broncos,L,13,20,0
2020,Regular Season,11,11/22/20,Browns,Home,Eagles,W,22,17,0
2020,Regular Season,11,11/22/20,Eagles,Away,Browns,L,17,22,0
2020,Regular Season,11,11/22/20,Panthers,Home,Lions,W,20,0,0
2020,Regular Season,11,11/22/20,Lions,Away,Panthers,L,0,20,0
2020,Regular Season,11,11/22/20,Titans,Away,Ravens,W,30,24,1
2020,Regular Season,11,11/22/20,Ravens,Home,Titans,L,24,30,1
2020,Regular Season,11,11/19/20,Seahawks,Home,Cardinals,W,28,21,0
