Season,Game Type,Week,Date,Team,Site,Opponent,Result,Team Pts,Opp Pts,OT
2016,Regular Season,17,1/1/17,Falcons,Home,Saints,W,38,32,0
2016,Regular Season,17,1/1/17,Saints,Away,Falcons,L,32,38,0
2016,Regular Season,16,12/26/16,Cowboys,Home,Lions,W,42,21,0
2016,Regular Season,16,12/26/16,Lions,Away,Cowboys,L,21,42,0
2016,Regular Season,16,12/25/16,Steelers,Home,Ravens,W,31,27,0
2016,Regular Season,16,12/25/16,Ravens,Away,Steelers,L,27,31,0
2016,Regular Season,16,12/25/16,Chiefs,Home,Broncos,W,33,10,0
2016,Regular Season,16,12/25/16,Broncos,Away,Chiefs,L,10,33,0
2016,Regular Season,16,12/24/16,Cardinals,Away,Seahawks,W,34,31,0
2016,Regular Season,16,12/24/16,Seahawks,Home,Cardinals,L,31,34,0
2016,Regular Season,16,12/24/16,Raiders,Home,Colts,W,33,25,0
2016,Regular Season,16,12/24/16,Colts,Away,Raiders,L,25,33,0
2016,Regular Season,16,12/24/16,Saints,Home,Buccaneers,W,31,24,0
2016,Regular Season,16,12/24/16,Buccaneers,Away,Saints,L,24,31,0
2016,Regular Season,16,12/24/16,Patriots,Home,Jets,W,41,3,0
2016,Regular Season,16,12/24/16,Jets,Away,Patriots,L,3,41,0
2016,Regular Season,16,12/24/16,49ers,Away,Rams,W,22,21,0
2016,Regular Season,16,12/24/16,Rams,Home,49ers,L,21,22,0
2016,Regular Season,16,12/24/16,Jaguars,Home,Titans,W,38,17,0
2016,Regular Season,16,12/24/16,Titans,Away,Jaguars,L,17,38,0
2016,Regular Season,16,12/24/16,Texans,Home,Bengals,W,12,10,0
2016,Regular Season,16,12/24/16,Bengals,Away,Texans,L,10,12,0
2016,Regular Season,16,12/24/16,Packers,Home,Vikings,W,38,25,0
2016,Regular Season,16,12/24/16,Vikings,Away,Packers,L,25,38,0
2016,Regular Season,16,12/24/16,Browns,Home,Chargers,W,20,17,0
2016,Regular Season,16,12/24/16,Chargers,Away,Browns,L,17,20,0
2016,Regular Season,16,12/24/16,Washington,Away,Bears,W,41,21,0
2016,Regular Season,16,12/24/16,Bears,Home,Washington,L,21,41,0
2016,Regular Season,16,12/24/16,Falcons,Away,Panthers,W,33,16,0
2016,Regular Season,16,12/24/16,Panthers,Home,Falcons,L,16,33,0
2016,Regular Season,16,12/24/16,Dolphins,Away,Bills,W,34,31,1
2016,Regular Season,16,12/24/16,Bills,Home,Dolphins,L,31,34,1
2016,Regular Season,16,12/22/16,Eagles,Home,Giants,W,24,19,0
2016,Regular Season,16,12/22/16,Giants,Away,Eagles,L,19,24,0
2016,Regular Season,15,12/19/16,Panthers,Away,Washington,W,26,15,0
2016,Regular Season,15,12/19/16,Washington,Home,Panthers,L,15,26,0
2016,Regular Season,15,12/18/16,Raiders,Away,Chargers,W,19,16,0
2016,Regular Season,15,12/18/16,Chargers,Home,Raiders,L,16,19,0
2016,Regular Season,15,12/18/16,Giants,Home,Lions,W,17,6,0
2016,Regular Season,15,12/18/16,Lions,Away,Giants,L,6,17,0
2016,Regular Season,15,12/18/16,Colts,Away,Vikings,W,34,6,0
2016,Regular Season,15,12/18/16,Vikings,Home,Colts,L,6,34,0
2016,Regular Season,15,12/18/16,Titans,Away,Chiefs,W,19,17,0
2016,Regular Season,15,12/18/16,Chiefs,Home,Titans,L,17,19,0
2016,Regular Season,15,12/18/16,Texans,Home,Jaguars,W,21,20,0
2016,Regular Season,15,12/18/16,Jaguars,Away,Texans,L,20,21,0
2016,Regular Season,15,12/18/16,Patriots,Away,Broncos,W,16,3,0
2016,Regular Season,15,12/18/16,Broncos,Home,Patriots,L,3,16,0
2016,Regular Season,15,12/18/16,Cowboys,Home,Buccaneers,W,26,20,0
2016,Regular Season,15,12/18/16,Buccaneers,Away,Cowboys,L,20,26,0
2016,Regular Season,15,12/18/16,Steelers,Away,Bengals,W,24,20,0
2016,Regular Season,15,12/18/16,Bengals,Home,Steelers,L,20,24,0
2016,Regular Season,15,12/18/16,Packers,Away,Bears,W,30,27,0
2016,Regular Season,15,12/18/16,Bears,Home,Packers,L,27,30,0
2016,Regular Season,15,12/18/16,Bills,Home,Browns,W,33,13,0
2016,Regular Season,15,12/18/16,Browns,Away,Bills,L,13,33,0
2016,Regular Season,15,12/18/16,Ravens,Home,Eagles,W,27,26,0
2016,Regular Season,15,12/18/16,Eagles,Away,Ravens,L,26,27,0
2016,Regular Season,15,12/18/16,Falcons,Home,49ers,W,41,13,0
2016,Regular Season,15,12/18/16,49ers,Away,Falcons,L,13,41,0
2016,Regular Season,15,12/18/16,Saints,Away,Cardinals,W,48,41,0
2016,Regular Season,15,12/18/16,Cardinals,Home,Saints,L,41,48,0
2016,Regular Season,15,12/17/16,Dolphins,Away,Jets,W,34,13,0
2016,Regular Season,15,12/17/16,Jets,Home,Dolphins,L,13,34,0
2016,Regular Season,15,12/15/16,Seahawks,Home,Rams,W,24,3,0
2016,Regular Season,15,12/15/16,Rams,Away,Seahawks,L,3,24,0
2016,Regular Season,14,12/12/16,Patriots,Home,Ravens,W,30,23,0
2016,Regular Season,14,12/12/16,Ravens,Away,Patriots,L,23,30,0
2016,Regular Season,14,12/11/16,Titans,Home,Broncos,W,13,10,0
2016,Regular Season,14,12/11/16,Broncos,Away,Titans,L,10,13,0
2016,Regular Season,14,12/11/16,Buccaneers,Home,Saints,W,16,11,0
2016,Regular Season,14,12/11/16,Saints,Away,Buccaneers,L,11,16,0
2016,Regular Season,14,12/11/16,Jets,Away,49ers,W,23,17,1
2016,Regular Season,14,12/11/16,49ers,Home,Jets,L,17,23,1
2016,Regular Season,14,12/11/16,Washington,Away,Eagles,W,27,22,0
2016,Regular Season,14,12/11/16,Eagles,Home,Washington,L,22,27,0
2016,Regular Season,14,12/11/16,Giants,Home,Cowboys,W,10,7,0
2016,Regular Season,14,12/11/16,Cowboys,Away,Giants,L,7,10,0
2016,Regular Season,14,12/11/16,Dolphins,Home,Cardinals,W,26,23,0
2016,Regular Season,14,12/11/16,Cardinals,Away,Dolphins,L,23,26,0
2016,Regular Season,14,12/11/16,Falcons,Away,Rams,W,42,14,0
2016,Regular Season,14,12/11/16,Rams,Home,Falcons,L,14,42,0
2016,Regular Season,14,12/11/16,Vikings,Away,Jaguars,W,25,16,0
2016,Regular Season,14,12/11/16,Jaguars,Home,Vikings,L,16,25,0
2016,Regular Season,14,12/11/16,Texans,Away,Colts,W,22,17,0
2016,Regular Season,14,12/11/16,Colts,Home,Texans,L,17,22,0
2016,Regular Season,14,12/11/16,Packers,Home,Seahawks,W,38,10,0
2016,Regular Season,14,12/11/16,Seahawks,Away,Packers,L,10,38,0
2016,Regular Season,14,12/11/16,Lions,Home,Bears,W,20,17,0
2016,Regular Season,14,12/11/16,Bears,Away,Lions,L,17,20,0
2016,Regular Season,14,12/11/16,Bengals,Away,Browns,W,23,10,0
2016,Regular Season,14,12/11/16,Browns,Home,Bengals,L,10,23,0
2016,Regular Season,14,12/11/16,Panthers,Home,Chargers,W,28,16,0
2016,Regular Season,14,12/11/16,Chargers,Away,Panthers,L,16,28,0
2016,Regular Season,14,12/11/16,Steelers,Away,Bills,W,27,20,0
2016,Regular Season,14,12/11/16,Bills,Home,Steelers,L,20,27,0
2016,Regular Season,14,12/8/16,Chiefs,Home,Raiders,W,21,13,0
2016,Regular Season,14,12/8/16,Raiders,Away,Chiefs,L,13,21,0
2016,Regular Season,13,12/5/16,Colts,Away,Jets,W,41,10,0
2016,Regular Season,13,12/5/16,Jets,Home,Colts,L,10,41,0
2016,Regular Season,13,12/4/16,Seahawks,Home,Panthers,W,40,7,0
2016,Regular Season,13,12/4/16,Panthers,Away,Seahawks,L,7,40,0
2016,Regular Season,13,12/4/16,Buccaneers,Away,Chargers,W,28,21,0
2016,Regular Season,13,12/4/16,Chargers,Home,Buccaneers,L,21,28,0
2016,Regular Season,13,12/4/16,Steelers,Home,Giants,W,24,14,0
2016,Regular Season,13,12/4/16,Giants,Away,Steelers,L,14,24,0
2016,Regular Season,13,12/4/16,Raiders,Home,Bills,W,38,24,0
2016,Regular Season,13,12/4/16,Bills,Away,Raiders,L,24,38,0
2016,Regular Season,13,12/4/16,Lions,Away,Saints,W,28,13,0
2016,Regular Season,13,12/4/16,Saints,Home,Lions,L,13,28,0
2016,Regular Season,13,12/4/16,Patriots,Home,Rams,W,26,10,0
2016,Regular Season,13,12/4/16,Rams,Away,Patriots,L,10,26,0
2016,Regular Season,13,12/4/16,Broncos,Away,Jaguars,W,20,10,0
2016,Regular Season,13,12/4/16,Jaguars,Home,Broncos,L,10,20,0
2016,Regular Season,13,12/4/16,Packers,Home,Texans,W,21,13,0
2016,Regular Season,13,12/4/16,Texans,Away,Packers,L,13,21,0
2016,Regular Season,13,12/4/16,Bengals,Home,Eagles,W,32,14,0
2016,Regular Season,13,12/4/16,Eagles,Away,Bengals,L,14,32,0
2016,Regular Season,13,12/4/16,Bears,Home,49ers,W,26,6,0
2016,Regular Season,13,12/4/16,49ers,Away,Bears,L,6,26,0
2016,Regular Season,13,12/4/16,Ravens,Home,Dolphins,W,38,6,0
2016,Regular Season,13,12/4/16,Dolphins,Away,Ravens,L,6,38,0
2016,Regular Season,13,12/4/16,Chiefs,Away,Falcons,W,29,28,0
2016,Regular Season,13,12/4/16,Falcons,Home,Chiefs,L,28,29,0
2016,Regular Season,13,12/4/16,Cardinals,Home,Washington,W,31,23,0
2016,Regular Season,13,12/4/16,Washington,Away,Cardinals,L,23,31,0
2016,Regular Season,13,12/1/16,Cowboys,Away,Vikings,W,17,15,0
2016,Regular Season,13,12/1/16,Vikings,Home,Cowboys,L,15,17,0
2016,Regular Season,12,11/28/16,Packers,Away,Eagles,W,27,13,0
2016,Regular Season,12,11/28/16,Eagles,Home,Packers,L,13,27,0
2016,Regular Season,12,11/27/16,Buccaneers,Home,Seahawks,W,14,5,0
2016,Regular Season,12,11/27/16,Seahawks,Away,Buccaneers,L,5,14,0
2016,Regular Season,12,11/27/16,Raiders,Home,Panthers,W,35,32,0
2016,Regular Season,12,11/27/16,Panthers,Away,Raiders,L,32,35,0
2016,Regular Season,12,11/27/16,Patriots,Away,Jets,W,22,17,0
2016,Regular Season,12,11/27/16,Jets,Home,Patriots,L,17,22,0
2016,Regular Season,12,11/27/16,Saints,Home,Rams,W,49,21,0
2016,Regular Season,12,11/27/16,Rams,Away,Saints,L,21,49,0
2016,Regular Season,12,11/27/16,Dolphins,Home,49ers,W,31,24,0
2016,Regular Season,12,11/27/16,49ers,Away,Dolphins,L,24,31,0
2016,Regular Season,12,11/27/16,Chargers,Away,Texans,W,21,13,0
2016,Regular Season,12,11/27/16,Texans,Home,Chargers,L,13,21,0
2016,Regular Season,12,11/27/16,Chiefs,Away,Broncos,W,30,27,1
2016,Regular Season,12,11/27/16,Broncos,Home,Chiefs,L,27,30,1
2016,Regular Season,12,11/27/16,Giants,Away,Browns,W,27,13,0
2016,Regular Season,12,11/27/16,Browns,Home,Giants,L,13,27,0
2016,Regular Season,12,11/27/16,Titans,Away,Bears,W,27,21,0
2016,Regular Season,12,11/27/16,Bears,Home,Titans,L,21,27,0
2016,Regular Season,12,11/27/16,Bills,Home,Jaguars,W,28,21,0
2016,Regular Season,12,11/27/16,Jaguars,Away,Bills,L,21,28,0
2016,Regular Season,12,11/27/16,Ravens,Home,Bengals,W,19,14,0
2016,Regular Season,12,11/27/16,Bengals,Away,Ravens,L,14,19,0
2016,Regular Season,12,11/27/16,Falcons,Home,Cardinals,W,38,19,0
2016,Regular Season,12,11/27/16,Cardinals,Away,Falcons,L,19,38,0
2016,Regular Season,12,11/24/16,Steelers,Away,Colts,W,28,7,0
2016,Regular Season,12,11/24/16,Colts,Home,Steelers,L,7,28,0
2016,Regular Season,12,11/24/16,Lions,Home,Vikings,W,16,13,0
2016,Regular Season,12,11/24/16,Vikings,Away,Lions,L,13,16,0
2016,Regular Season,12,11/24/16,Cowboys,Home,Washington,W,31,26,0
2016,Regular Season,12,11/24/16,Washington,Away,Cowboys,L,26,31,0
2016,Regular Season,11,11/21/16,Raiders,Neutral,Texans,W,27,20,0
2016,Regular Season,11,11/21/16,Texans,Neutral,Raiders,L,20,27,0
2016,Regular Season,11,11/20/16,Washington,Home,Packers,W,42,24,0
2016,Regular Season,11,11/20/16,Packers,Away,Washington,L,24,42,0
2016,Regular Season,11,11/20/16,Seahawks,Home,Eagles,W,26,15,0
2016,Regular Season,11,11/20/16,Eagles,Away,Seahawks,L,15,26,0
2016,Regular Season,11,11/20/16,Patriots,Away,49ers,W,30,17,0
2016,Regular Season,11,11/20/16,49ers,Home,Patriots,L,17,30,0
2016,Regular Season,11,11/20/16,Giants,Home,Bears,W,22,16,0
2016,Regular Season,11,11/20/16,Bears,Away,Giants,L,16,22,0
2016,Regular Season,11,11/20/16,Vikings,Home,Cardinals,W,30,24,0
2016,Regular Season,11,11/20/16,Cardinals,Away,Vikings,L,24,30,0
2016,Regular Season,11,11/20/16,Dolphins,Away,Rams,W,14,10,0
2016,Regular Season,11,11/20/16,Rams,Home,Dolphins,L,10,14,0
2016,Regular Season,11,11/20/16,Buccaneers,Away,Chiefs,W,19,17,0
2016,Regular Season,11,11/20/16,Chiefs,Home,Buccaneers,L,17,19,0
2016,Regular Season,11,11/20/16,Colts,Home,Titans,W,24,17,0
2016,Regular Season,11,11/20/16,Titans,Away,Colts,L,17,24,0
2016,Regular Season,11,11/20/16,Lions,Home,Jaguars,W,26,19,0
2016,Regular Season,11,11/20/16,Jaguars,Away,Lions,L,19,26,0
2016,Regular Season,11,11/20/16,Cowboys,Home,Ravens,W,27,17,0
2016,Regular Season,11,11/20/16,Ravens,Away,Cowboys,L,17,27,0
2016,Regular Season,11,11/20/16,Steelers,Away,Browns,W,24,9,0
2016,Regular Season,11,11/20/16,Browns,Home,Steelers,L,9,24,0
2016,Regular Season,11,11/20/16,Bills,Away,Bengals,W,16,12,0
2016,Regular Season,11,11/20/16,Bengals,Home,Bills,L,12,16,0
2016,Regular Season,11,11/17/16,Panthers,Home,Saints,W,23,20,0
2016,Regular Season,11,11/17/16,Saints,Away,Panthers,L,20,23,0
2016,Regular Season,10,11/14/16,Giants,Home,Bengals,W,21,20,0
2016,Regular Season,10,11/14/16,Bengals,Away,Giants,L,20,21,0
2016,Regular Season,10,11/13/16,Washington,Home,Vikings,W,26,20,0
2016,Regular Season,10,11/13/16,Vikings,Away,Washington,L,20,26,0
2016,Regular Season,10,11/13/16,Titans,Home,Packers,W,47,25,0
2016,Regular Season,10,11/13/16,Packers,Away,Titans,L,25,47,0
2016,Regular Season,10,11/13/16,Buccaneers,Home,Bears,W,36,10,0
2016,Regular Season,10,11/13/16,Bears,Away,Buccaneers,L,10,36,0
2016,Regular Season,10,11/13/16,Dolphins,Away,Chargers,W,31,24,0
2016,Regular Season,10,11/13/16,Chargers,Home,Dolphins,L,24,31,0
2016,Regular Season,10,11/13/16,Cowboys,Away,Steelers,W,35,30,0
2016,Regular Season,10,11/13/16,Steelers,Home,Cowboys,L,30,35,0
2016,Regular Season,10,11/13/16,Eagles,Home,Falcons,W,24,15,0
2016,Regular Season,10,11/13/16,Falcons,Away,Eagles,L,15,24,0
2016,Regular Season,10,11/13/16,Rams,Away,Jets,W,9,6,0
2016,Regular Season,10,11/13/16,Jets,Home,Rams,L,6,9,0
2016,Regular Season,10,11/13/16,Broncos,Away,Saints,W,25,23,0
2016,Regular Season,10,11/13/16,Saints,Home,Broncos,L,23,25,0
2016,Regular Season,10,11/13/16,Seahawks,Away,Patriots,W,31,24,0
2016,Regular Season,10,11/13/16,Patriots,Home,Seahawks,L,24,31,0
2016,Regular Season,10,11/13/16,Texans,Away,Jaguars,W,24,21,0
2016,Regular Season,10,11/13/16,Jaguars,Home,Texans,L,21,24,0
2016,Regular Season,10,11/13/16,Chiefs,Away,Panthers,W,20,17,0
2016,Regular Season,10,11/13/16,Panthers,Home,Chiefs,L,17,20,0
2016,Regular Season,10,11/13/16,Cardinals,Home,49ers,W,23,20,0
2016,Regular Season,10,11/13/16,49ers,Away,Cardinals,L,20,23,0
2016,Regular Season,10,11/10/16,Ravens,Home,Browns,W,28,7,0
2016,Regular Season,10,11/10/16,Browns,Away,Ravens,L,7,28,0
2016,Regular Season,9,11/7/16,Seahawks,Home,Bills,W,31,25,0
2016,Regular Season,9,11/7/16,Bills,Away,Seahawks,L,25,31,0
2016,Regular Season,9,11/6/16,Saints,Away,49ers,W,41,23,0
2016,Regular Season,9,11/6/16,49ers,Home,Saints,L,23,41,0
2016,Regular Season,9,11/6/16,Chargers,Home,Titans,W,43,35,0
2016,Regular Season,9,11/6/16,Titans,Away,Chargers,L,35,43,0
2016,Regular Season,9,11/6/16,Raiders,Home,Broncos,W,30,20,0
2016,Regular Season,9,11/6/16,Broncos,Away,Raiders,L,20,30,0
2016,Regular Season,9,11/6/16,Giants,Home,Eagles,W,28,23,0
2016,Regular Season,9,11/6/16,Eagles,Away,Giants,L,23,28,0
2016,Regular Season,9,11/6/16,Lions,Away,Vikings,W,22,16,1
2016,Regular Season,9,11/6/16,Vikings,Home,Lions,L,16,22,1
2016,Regular Season,9,11/6/16,Dolphins,Home,Jets,W,27,23,0
2016,Regular Season,9,11/6/16,Jets,Away,Dolphins,L,23,27,0
2016,Regular Season,9,11/6/16,Panthers,Away,Rams,W,13,10,0
2016,Regular Season,9,11/6/16,Rams,Home,Panthers,L,10,13,0
2016,Regular Season,9,11/6/16,Chiefs,Home,Jaguars,W,19,14,0
2016,Regular Season,9,11/6/16,Jaguars,Away,Chiefs,L,14,19,0
2016,Regular Season,9,11/6/16,Colts,Away,Packers,W,31,26,0
2016,Regular Season,9,11/6/16,Packers,Home,Colts,L,26,31,0
2016,Regular Season,9,11/6/16,Cowboys,Away,Browns,W,35,10,0
2016,Regular Season,9,11/6/16,Browns,Home,Cowboys,L,10,35,0
2016,Regular Season,9,11/6/16,Ravens,Home,Steelers,W,21,14,0
2016,Regular Season,9,11/6/16,Steelers,Away,Ravens,L,14,21,0
2016,Regular Season,9,11/3/16,Falcons,Away,Buccaneers,W,43,28,0
2016,Regular Season,9,11/3/16,Buccaneers,Home,Falcons,L,28,43,0
2016,Regular Season,8,10/31/16,Bears,Home,Vikings,W,20,10,0
2016,Regular Season,8,10/31/16,Vikings,Away,Bears,L,10,20,0
2016,Regular Season,8,10/30/16,Raiders,Away,Buccaneers,W,30,24,1
2016,Regular Season,8,10/30/16,Buccaneers,Home,Raiders,L,24,30,1
2016,Regular Season,8,10/30/16,Saints,Home,Seahawks,W,25,20,0
2016,Regular Season,8,10/30/16,Seahawks,Away,Saints,L,20,25,0
2016,Regular Season,8,10/30/16,Chiefs,Away,Colts,W,30,14,0
2016,Regular Season,8,10/30/16,Colts,Home,Chiefs,L,14,30,0
2016,Regular Season,8,10/30/16,Texans,Home,Lions,W,20,13,0
2016,Regular Season,8,10/30/16,Lions,Away,Texans,L,13,20,0
2016,Regular Season,8,10/30/16,Broncos,Home,Chargers,W,27,19,0
2016,Regular Season,8,10/30/16,Chargers,Away,Broncos,L,19,27,0
2016,Regular Season,8,10/30/16,Cowboys,Home,Eagles,W,29,23,1
2016,Regular Season,8,10/30/16,Eagles,Away,Cowboys,L,23,29,1
2016,Regular Season,8,10/30/16,Jets,Away,Browns,W,31,28,0
2016,Regular Season,8,10/30/16,Browns,Home,Jets,L,28,31,0
2016,Regular Season,8,10/30/16,Bengals,Neutral,Washington, T,27,27,1
2016,Regular Season,8,10/30/16,Washington,Neutral,Bengals, T,27,27,1
2016,Regular Season,8,10/30/16,Panthers,Home,Cardinals,W,30,20,0
2016,Regular Season,8,10/30/16,Cardinals,Away,Panthers,L,20,30,0
2016,Regular Season,8,10/30/16,Patriots,Away,Bills,W,41,25,0
2016,Regular Season,8,10/30/16,Bills,Home,Patriots,L,25,41,0
2016,Regular Season,8,10/30/16,Falcons,Home,Packers,W,33,32,0
2016,Regular Season,8,10/30/16,Packers,Away,Falcons,L,32,33,0
2016,Regular Season,8,10/27/16,Titans,Home,Jaguars,W,36,22,0
2016,Regular Season,8,10/27/16,Jaguars,Away,Titans,L,22,36,0
2016,Regular Season,7,10/24/16,Broncos,Home,Texans,W,27,9,0
2016,Regular Season,7,10/24/16,Texans,Away,Broncos,L,9,27,0
2016,Regular Season,7,10/23/16,Colts,Away,Titans,W,34,26,0
2016,Regular Season,7,10/23/16,Titans,Home,Colts,L,26,34,0
2016,Regular Season,7,10/23/16,Buccaneers,Away,49ers,W,34,17,0
2016,Regular Season,7,10/23/16,49ers,Home,Buccaneers,L,17,34,0
2016,Regular Season,7,10/23/16,Patriots,Away,Steelers,W,27,16,0
2016,Regular Season,7,10/23/16,Steelers,Home,Patriots,L,16,27,0
2016,Regular Season,7,10/23/16,Eagles,Home,Vikings,W,21,10,0
2016,Regular Season,7,10/23/16,Vikings,Away,Eagles,L,10,21,0
2016,Regular Season,7,10/23/16,Jets,Home,Ravens,W,24,16,0
2016,Regular Season,7,10/23/16,Ravens,Away,Jets,L,16,24,0
2016,Regular Season,7,10/23/16,Dolphins,Home,Bills,W,28,25,0
2016,Regular Season,7,10/23/16,Bills,Away,Dolphins,L,25,28,0
2016,Regular Season,7,10/23/16,Giants,Neutral,Rams,W,17,10,0
2016,Regular Season,7,10/23/16,Rams,Neutral,Giants,L,10,17,0
2016,Regular Season,7,10/23/16,Chiefs,Home,Saints,W,27,21,0
2016,Regular Season,7,10/23/16,Saints,Away,Chiefs,L,21,27,0
2016,Regular Season,7,10/23/16,Raiders,Away,Jaguars,W,33,16,0
2016,Regular Season,7,10/23/16,Jaguars,Home,Raiders,L,16,33,0
2016,Regular Season,7,10/23/16,Lions,Home,Washington,W,20,17,0
2016,Regular Season,7,10/23/16,Washington,Away,Lions,L,17,20,0
2016,Regular Season,7,10/23/16,Bengals,Home,Browns,W,31,17,0
2016,Regular Season,7,10/23/16,Browns,Away,Bengals,L,17,31,0
2016,Regular Season,7,10/23/16,Chargers,Away,Falcons,W,33,30,1
2016,Regular Season,7,10/23/16,Falcons,Home,Chargers,L,30,33,1
2016,Regular Season,7,10/23/16,Cardinals,Home,Seahawks, T,6,6,1
2016,Regular Season,7,10/23/16,Seahawks,Away,Cardinals, T,6,6,1
2016,Regular Season,7,10/20/16,Packers,Home,Bears,W,26,10,0
2016,Regular Season,7,10/20/16,Bears,Away,Packers,L,10,26,0
2016,Regular Season,6,10/17/16,Cardinals,Home,Jets,W,28,3,0
2016,Regular Season,6,10/17/16,Jets,Away,Cardinals,L,3,28,0
2016,Regular Season,6,10/16/16,Washington,Home,Eagles,W,27,20,0
2016,Regular Season,6,10/16/16,Eagles,Away,Washington,L,20,27,0
2016,Regular Season,6,10/16/16,Titans,Home,Browns,W,28,26,0
2016,Regular Season,6,10/16/16,Browns,Away,Titans,L,26,28,0
2016,Regular Season,6,10/16/16,Seahawks,Home,Falcons,W,26,24,0
2016,Regular Season,6,10/16/16,Falcons,Away,Seahawks,L,24,26,0
2016,Regular Season,6,10/16/16,Chiefs,Away,Raiders,W,26,10,0
2016,Regular Season,6,10/16/16,Raiders,Home,Chiefs,L,10,26,0
2016,Regular Season,6,10/16/16,Giants,Home,Ravens,W,27,23,0
2016,Regular Season,6,10/16/16,Ravens,Away,Giants,L,23,27,0
2016,Regular Season,6,10/16/16,Saints,Home,Panthers,W,41,38,0
2016,Regular Season,6,10/16/16,Panthers,Away,Saints,L,38,41,0
2016,Regular Season,6,10/16/16,Patriots,Home,Bengals,W,35,17,0
2016,Regular Season,6,10/16/16,Bengals,Away,Patriots,L,17,35,0
2016,Regular Season,6,10/16/16,Dolphins,Home,Steelers,W,30,15,0
2016,Regular Season,6,10/16/16,Steelers,Away,Dolphins,L,15,30,0
2016,Regular Season,6,10/16/16,Texans,Home,Colts,W,26,23,1
2016,Regular Season,6,10/16/16,Colts,Away,Texans,L,23,26,1
2016,Regular Season,6,10/16/16,Cowboys,Away,Packers,W,30,16,0
2016,Regular Season,6,10/16/16,Packers,Home,Cowboys,L,16,30,0
2016,Regular Season,6,10/16/16,Lions,Home,Rams,W,31,28,0
2016,Regular Season,6,10/16/16,Rams,Away,Lions,L,28,31,0
2016,Regular Season,6,10/16/16,Jaguars,Away,Bears,W,17,16,0
2016,Regular Season,6,10/16/16,Bears,Home,Jaguars,L,16,17,0
2016,Regular Season,6,10/16/16,Bills,Home,49ers,W,45,16,0
2016,Regular Season,6,10/16/16,49ers,Away,Bills,L,16,45,0
2016,Regular Season,6,10/13/16,Chargers,Home,Broncos,W,21,13,0
2016,Regular Season,6,10/13/16,Broncos,Away,Chargers,L,13,21,0
2016,Regular Season,5,10/10/16,Buccaneers,Away,Panthers,W,17,14,0
2016,Regular Season,5,10/10/16,Panthers,Home,Buccaneers,L,14,17,0
2016,Regular Season,5,10/9/16,Steelers,Home,Jets,W,31,13,0
2016,Regular Season,5,10/9/16,Jets,Away,Steelers,L,13,31,0
2016,Regular Season,5,10/9/16,Raiders,Home,Chargers,W,34,31,0
2016,Regular Season,5,10/9/16,Chargers,Away,Raiders,L,31,34,0
2016,Regular Season,5,10/9/16,Vikings,Home,Texans,W,31,13,0
2016,Regular Season,5,10/9/16,Texans,Away,Vikings,L,13,31,0
2016,Regular Season,5,10/9/16,Titans,Away,Dolphins,W,30,17,0
2016,Regular Season,5,10/9/16,Dolphins,Home,Titans,L,17,30,0
2016,Regular Season,5,10/9/16,Bills,Away,Rams,W,30,19,0
2016,Regular Season,5,10/9/16,Rams,Home,Bills,L,19,30,0
2016,Regular Season,5,10/9/16,Colts,Home,Bears,W,29,23,0
2016,Regular Season,5,10/9/16,Bears,Away,Colts,L,23,29,0
2016,Regular Season,5,10/9/16,Packers,Home,Giants,W,23,16,0
2016,Regular Season,5,10/9/16,Giants,Away,Packers,L,16,23,0
2016,Regular Season,5,10/9/16,Lions,Home,Eagles,W,24,23,0
2016,Regular Season,5,10/9/16,Eagles,Away,Lions,L,23,24,0
2016,Regular Season,5,10/9/16,Falcons,Away,Broncos,W,23,16,0
2016,Regular Season,5,10/9/16,Broncos,Home,Falcons,L,16,23,0
2016,Regular Season,5,10/9/16,Cowboys,Home,Bengals,W,28,14,0
2016,Regular Season,5,10/9/16,Bengals,Away,Cowboys,L,14,28,0
2016,Regular Season,5,10/9/16,Patriots,Away,Browns,W,33,13,0
2016,Regular Season,5,10/9/16,Browns,Home,Patriots,L,13,33,0
2016,Regular Season,5,10/9/16,Washington,Away,Ravens,W,16,10,0
2016,Regular Season,5,10/9/16,Ravens,Home,Washington,L,10,16,0
2016,Regular Season,5,10/6/16,Cardinals,Away,49ers,W,33,21,0
2016,Regular Season,5,10/6/16,49ers,Home,Cardinals,L,21,33,0
2016,Regular Season,4,10/3/16,Vikings,Home,Giants,W,24,10,0
2016,Regular Season,4,10/3/16,Giants,Away,Vikings,L,10,24,0
2016,Regular Season,4,10/2/16,Washington,Home,Browns,W,31,20,0
2016,Regular Season,4,10/2/16,Browns,Away,Washington,L,20,31,0
2016,Regular Season,4,10/2/16,Broncos,Away,Buccaneers,W,27,7,0
2016,Regular Season,4,10/2/16,Buccaneers,Home,Broncos,L,7,27,0
2016,Regular Season,4,10/2/16,Cowboys,Away,49ers,W,24,17,0
2016,Regular Season,4,10/2/16,49ers,Home,Cowboys,L,17,24,0
2016,Regular Season,4,10/2/16,Saints,Away,Chargers,W,35,34,0
2016,Regular Season,4,10/2/16,Chargers,Home,Saints,L,34,35,0
2016,Regular Season,4,10/2/16,Steelers,Home,Chiefs,W,43,14,0
2016,Regular Season,4,10/2/16,Chiefs,Away,Steelers,L,14,43,0
2016,Regular Season,4,10/2/16,Seahawks,Away,Jets,W,27,17,0
2016,Regular Season,4,10/2/16,Jets,Home,Seahawks,L,17,27,0
