Season,Game Type,Week,Date,Team,Site,Opponent,Result,Team Pts,Opp Pts,OT
2023,Regular Season,16,12/25/23,Ravens,Away,49ers,W,33,19,0
2023,Regular Season,16,12/25/23,49ers,Home,Ravens,L,19,33,0
2023,Regular Season,16,12/25/23,Eagles,Home,Giants,W,33,25,0
2023,Regular Season,16,12/25/23,Giants,Away,Eagles,L,25,33,0
2023,Regular Season,16,12/25/23,Raiders,Away,Chiefs,W,20,14,0
2023,Regular Season,16,12/25/23,Chiefs,Home,Raiders,L,14,20,0
2023,Regular Season,16,12/24/23,Patriots,Away,Broncos,W,26,23,0
2023,Regular Season,16,12/24/23,Broncos,Home,Patriots,L,23,26,0
2023,Regular Season,16,12/24/23,Dolphins,Home,Cowboys,W,22,20,0
2023,Regular Season,16,12/24/23,Cowboys,Away,Dolphins,L,20,22,0
2023,Regular Season,16,12/24/23,Bears,Home,Cardinals,W,27,16,0
2023,Regular Season,16,12/24/23,Cardinals,Away,Bears,L,16,27,0
2023,Regular Season,16,12/24/23,Buccaneers,Home,Jaguars,W,30,12,0
2023,Regular Season,16,12/24/23,Jaguars,Away,Buccaneers,L,12,30,0
2023,Regular Season,16,12/24/23,Browns,Away,Texans,W,36,22,0
2023,Regular Season,16,12/24/23,Texans,Home,Browns,L,22,36,0
2023,Regular Season,16,12/24/23,Packers,Away,Panthers,W,33,30,0
2023,Regular Season,16,12/24/23,Panthers,Home,Packers,L,30,33,0
2023,Regular Season,16,12/24/23,Jets,Home,Washington,W,30,28,0
2023,Regular Season,16,12/24/23,Washington,Away,Jets,L,28,30,0
2023,Regular Season,16,12/24/23,Lions,Away,Vikings,W,30,24,0
2023,Regular Season,16,12/24/23,Vikings,Home,Lions,L,24,30,0
2023,Regular Season,16,12/24/23,Seahawks,Away,Titans,W,20,17,0
2023,Regular Season,16,12/24/23,Titans,Home,Seahawks,L,17,20,0
2023,Regular Season,16,12/24/23,Falcons,Home,Colts,W,29,10,0
2023,Regular Season,16,12/24/23,Colts,Away,Falcons,L,10,29,0
2023,Regular Season,16,12/23/23,Bills,Away,Chargers,W,24,22,0
2023,Regular Season,16,12/23/23,Chargers,Home,Bills,L,22,24,0
2023,Regular Season,16,12/23/23,Steelers,Home,Bengals,W,34,11,0
2023,Regular Season,16,12/23/23,Bengals,Away,Steelers,L,11,34,0
2023,Regular Season,16,12/21/23,Rams,Home,Saints,W,30,22,0
2023,Regular Season,16,12/21/23,Saints,Away,Rams,L,22,30,0
2023,Regular Season,15,12/18/23,Seahawks,Home,Eagles,W,20,17,0
2023,Regular Season,15,12/18/23,Eagles,Away,Seahawks,L,17,20,0
2023,Regular Season,15,12/17/23,Ravens,Away,Jaguars,W,23,7,0
2023,Regular Season,15,12/17/23,Jaguars,Home,Ravens,L,7,23,0
2023,Regular Season,15,12/17/23,Bills,Home,Cowboys,W,31,10,0
2023,Regular Season,15,12/17/23,Cowboys,Away,Bills,L,10,31,0
2023,Regular Season,15,12/17/23,49ers,Away,Cardinals,W,45,29,0
2023,Regular Season,15,12/17/23,Cardinals,Home,49ers,L,29,45,0
2023,Regular Season,15,12/17/23,Rams,Home,Washington,W,28,20,0
2023,Regular Season,15,12/17/23,Washington,Away,Rams,L,20,28,0
2023,Regular Season,15,12/17/23,Panthers,Home,Falcons,W,9,7,0
2023,Regular Season,15,12/17/23,Falcons,Away,Panthers,L,7,9,0
2023,Regular Season,15,12/17/23,Saints,Home,Giants,W,24,6,0
2023,Regular Season,15,12/17/23,Giants,Away,Saints,L,6,24,0
2023,Regular Season,15,12/17/23,Chiefs,Away,Patriots,W,27,17,0
2023,Regular Season,15,12/17/23,Patriots,Home,Chiefs,L,17,27,0
2023,Regular Season,15,12/17/23,Dolphins,Home,Jets,W,30,0,0
2023,Regular Season,15,12/17/23,Jets,Away,Dolphins,L,0,30,0
2023,Regular Season,15,12/17/23,Texans,Away,Titans,W,19,16,1
2023,Regular Season,15,12/17/23,Titans,Home,Texans,L,16,19,1
2023,Regular Season,15,12/17/23,Buccaneers,Away,Packers,W,34,20,0
2023,Regular Season,15,12/17/23,Packers,Home,Buccaneers,L,20,34,0
2023,Regular Season,15,12/17/23,Browns,Home,Bears,W,20,17,0
2023,Regular Season,15,12/17/23,Bears,Away,Browns,L,17,20,0
2023,Regular Season,15,12/16/23,Lions,Home,Broncos,W,42,17,0
2023,Regular Season,15,12/16/23,Broncos,Away,Lions,L,17,42,0
2023,Regular Season,15,12/16/23,Colts,Home,Steelers,W,30,13,0
2023,Regular Season,15,12/16/23,Steelers,Away,Colts,L,13,30,0
2023,Regular Season,15,12/16/23,Bengals,Home,Vikings,W,27,24,1
2023,Regular Season,15,12/16/23,Vikings,Away,Bengals,L,24,27,1
2023,Regular Season,15,12/14/23,Raiders,Home,Chargers,W,63,21,0
2023,Regular Season,15,12/14/23,Chargers,Away,Raiders,L,21,63,0
2023,Regular Season,14,12/11/23,Giants,Home,Packers,W,24,22,0
2023,Regular Season,14,12/11/23,Packers,Away,Giants,L,22,24,0
2023,Regular Season,14,12/11/23,Titans,Away,Dolphins,W,28,27,0
2023,Regular Season,14,12/11/23,Dolphins,Home,Titans,L,27,28,0
2023,Regular Season,14,12/10/23,Cowboys,Home,Eagles,W,33,13,0
2023,Regular Season,14,12/10/23,Eagles,Away,Cowboys,L,13,33,0
2023,Regular Season,14,12/10/23,Broncos,Away,Chargers,W,24,7,0
2023,Regular Season,14,12/10/23,Chargers,Home,Broncos,L,7,24,0
2023,Regular Season,14,12/10/23,Bills,Away,Chiefs,W,20,17,0
2023,Regular Season,14,12/10/23,Chiefs,Home,Bills,L,17,20,0
2023,Regular Season,14,12/10/23,49ers,Home,Seahawks,W,28,16,0
2023,Regular Season,14,12/10/23,Seahawks,Away,49ers,L,16,28,0
2023,Regular Season,14,12/10/23,Vikings,Away,Raiders,W,3,0,0
2023,Regular Season,14,12/10/23,Raiders,Home,Vikings,L,0,3,0
2023,Regular Season,14,12/10/23,Ravens,Home,Rams,W,37,31,1
2023,Regular Season,14,12/10/23,Rams,Away,Ravens,L,31,37,1
2023,Regular Season,14,12/10/23,Jets,Home,Texans,W,30,6,0
2023,Regular Season,14,12/10/23,Texans,Away,Jets,L,6,30,0
2023,Regular Season,14,12/10/23,Saints,Home,Panthers,W,28,6,0
2023,Regular Season,14,12/10/23,Panthers,Away,Saints,L,6,28,0
2023,Regular Season,14,12/10/23,Browns,Home,Jaguars,W,31,27,0
2023,Regular Season,14,12/10/23,Jaguars,Away,Browns,L,27,31,0
2023,Regular Season,14,12/10/23,Bengals,Home,Colts,W,34,14,0
2023,Regular Season,14,12/10/23,Colts,Away,Bengals,L,14,34,0
2023,Regular Season,14,12/10/23,Bears,Home,Lions,W,28,13,0
2023,Regular Season,14,12/10/23,Lions,Away,Bears,L,13,28,0
2023,Regular Season,14,12/10/23,Buccaneers,Away,Falcons,W,29,25,0
2023,Regular Season,14,12/10/23,Falcons,Home,Buccaneers,L,25,29,0
2023,Regular Season,14,12/7/23,Patriots,Away,Steelers,W,21,18,0
2023,Regular Season,14,12/7/23,Steelers,Home,Patriots,L,18,21,0
2023,Regular Season,13,12/4/23,Bengals,Away,Jaguars,W,34,31,1
2023,Regular Season,13,12/4/23,Jaguars,Home,Bengals,L,31,34,1
2023,Regular Season,13,12/3/23,Packers,Home,Chiefs,W,27,19,0
2023,Regular Season,13,12/3/23,Chiefs,Away,Packers,L,19,27,0
2023,Regular Season,13,12/3/23,49ers,Away,Eagles,W,42,19,0
2023,Regular Season,13,12/3/23,Eagles,Home,49ers,L,19,42,0
2023,Regular Season,13,12/3/23,Rams,Home,Browns,W,36,19,0
2023,Regular Season,13,12/3/23,Browns,Away,Rams,L,19,36,0
2023,Regular Season,13,12/3/23,Buccaneers,Home,Panthers,W,21,18,0
2023,Regular Season,13,12/3/23,Panthers,Away,Buccaneers,L,18,21,0
2023,Regular Season,13,12/3/23,Dolphins,Away,Washington,W,45,15,0
2023,Regular Season,13,12/3/23,Washington,Home,Dolphins,L,15,45,0
2023,Regular Season,13,12/3/23,Texans,Home,Broncos,W,22,17,0
2023,Regular Season,13,12/3/23,Broncos,Away,Texans,L,17,22,0
2023,Regular Season,13,12/3/23,Cardinals,Away,Steelers,W,24,10,0
2023,Regular Season,13,12/3/23,Steelers,Home,Cardinals,L,10,24,0
2023,Regular Season,13,12/3/23,Falcons,Away,Jets,W,13,8,0
2023,Regular Season,13,12/3/23,Jets,Home,Falcons,L,8,13,0
2023,Regular Season,13,12/3/23,Lions,Away,Saints,W,33,28,0
2023,Regular Season,13,12/3/23,Saints,Home,Lions,L,28,33,0
2023,Regular Season,13,12/3/23,Chargers,Away,Patriots,W,6,0,0
2023,Regular Season,13,12/3/23,Patriots,Home,Chargers,L,0,6,0
2023,Regular Season,13,12/3/23,Colts,Away,Titans,W,31,28,1
2023,Regular Season,13,12/3/23,Titans,Home,Colts,L,28,31,1
2023,Regular Season,13,11/30/23,Cowboys,Home,Seahawks,W,41,35,0
2023,Regular Season,13,11/30/23,Seahawks,Away,Cowboys,L,35,41,0
2023,Regular Season,12,11/27/23,Bears,Away,Vikings,W,12,10,0
2023,Regular Season,12,11/27/23,Vikings,Home,Bears,L,10,12,0
2023,Regular Season,12,11/26/23,Ravens,Away,Chargers,W,20,10,0
2023,Regular Season,12,11/26/23,Chargers,Home,Ravens,L,10,20,0
2023,Regular Season,12,11/26/23,Eagles,Home,Bills,W,37,34,1
2023,Regular Season,12,11/26/23,Bills,Away,Eagles,L,34,37,1
2023,Regular Season,12,11/26/23,Chiefs,Away,Raiders,W,31,17,0
2023,Regular Season,12,11/26/23,Raiders,Home,Chiefs,L,17,31,0
2023,Regular Season,12,11/26/23,Rams,Away,Cardinals,W,37,14,0
2023,Regular Season,12,11/26/23,Cardinals,Home,Rams,L,14,37,0
2023,Regular Season,12,11/26/23,Broncos,Home,Browns,W,29,12,0
2023,Regular Season,12,11/26/23,Browns,Away,Broncos,L,12,29,0
2023,Regular Season,12,11/26/23,Jaguars,Away,Texans,W,24,21,0
2023,Regular Season,12,11/26/23,Texans,Home,Jaguars,L,21,24,0
2023,Regular Season,12,11/26/23,Giants,Home,Patriots,W,10,7,0
2023,Regular Season,12,11/26/23,Patriots,Away,Giants,L,7,10,0
2023,Regular Season,12,11/26/23,Colts,Home,Buccaneers,W,27,20,0
2023,Regular Season,12,11/26/23,Buccaneers,Away,Colts,L,20,27,0
2023,Regular Season,12,11/26/23,Titans,Home,Panthers,W,17,10,0
2023,Regular Season,12,11/26/23,Panthers,Away,Titans,L,10,17,0
2023,Regular Season,12,11/26/23,Steelers,Away,Bengals,W,16,10,0
2023,Regular Season,12,11/26/23,Bengals,Home,Steelers,L,10,16,0
2023,Regular Season,12,11/26/23,Falcons,Home,Saints,W,24,15,0
2023,Regular Season,12,11/26/23,Saints,Away,Falcons,L,15,24,0
2023,Regular Season,12,11/24/23,Dolphins,Away,Jets,W,34,13,0
2023,Regular Season,12,11/24/23,Jets,Home,Dolphins,L,13,34,0
2023,Regular Season,12,11/23/23,49ers,Away,Seahawks,W,31,13,0
2023,Regular Season,12,11/23/23,Seahawks,Home,49ers,L,13,31,0
2023,Regular Season,12,11/23/23,Cowboys,Home,Washington,W,45,10,0
2023,Regular Season,12,11/23/23,Washington,Away,Cowboys,L,10,45,0
2023,Regular Season,12,11/23/23,Packers,Away,Lions,W,29,22,0
2023,Regular Season,12,11/23/23,Lions,Home,Packers,L,22,29,0
2023,Regular Season,11,11/20/23,Eagles,Away,Chiefs,W,21,17,0
2023,Regular Season,11,11/20/23,Chiefs,Home,Eagles,L,17,21,0
2023,Regular Season,11,11/19/23,Broncos,Home,Vikings,W,21,20,0
2023,Regular Season,11,11/19/23,Vikings,Away,Broncos,L,20,21,0
2023,Regular Season,11,11/19/23,Rams,Home,Seahawks,W,17,16,0
2023,Regular Season,11,11/19/23,Seahawks,Away,Rams,L,16,17,0
2023,Regular Season,11,11/19/23,Bills,Home,Jets,W,32,6,0
2023,Regular Season,11,11/19/23,Jets,Away,Bills,L,6,32,0
2023,Regular Season,11,11/19/23,49ers,Home,Buccaneers,W,27,14,0
2023,Regular Season,11,11/19/23,Buccaneers,Away,49ers,L,14,27,0
2023,Regular Season,11,11/19/23,Texans,Home,Cardinals,W,21,16,0
2023,Regular Season,11,11/19/23,Cardinals,Away,Texans,L,16,21,0
2023,Regular Season,11,11/19/23,Jaguars,Home,Titans,W,34,14,0
2023,Regular Season,11,11/19/23,Titans,Away,Jaguars,L,14,34,0
2023,Regular Season,11,11/19/23,Cowboys,Away,Panthers,W,33,10,0
2023,Regular Season,11,11/19/23,Panthers,Home,Cowboys,L,10,33,0
2023,Regular Season,11,11/19/23,Giants,Away,Washington,W,31,19,0
2023,Regular Season,11,11/19/23,Washington,Home,Giants,L,19,31,0
2023,Regular Season,11,11/19/23,Dolphins,Home,Raiders,W,20,13,0
2023,Regular Season,11,11/19/23,Raiders,Away,Dolphins,L,13,20,0
2023,Regular Season,11,11/19/23,Packers,Home,Chargers,W,31,26,0
2023,Regular Season,11,11/19/23,Chargers,Away,Packers,L,26,31,0
2023,Regular Season,11,11/19/23,Lions,Home,Bears,W,31,26,0
2023,Regular Season,11,11/19/23,Bears,Away,Lions,L,26,31,0
2023,Regular Season,11,11/19/23,Browns,Home,Steelers,W,13,10,0
2023,Regular Season,11,11/19/23,Steelers,Away,Browns,L,10,13,0
2023,Regular Season,11,11/16/23,Ravens,Home,Bengals,W,34,20,0
2023,Regular Season,11,11/16/23,Bengals,Away,Ravens,L,20,34,0
2023,Regular Season,10,11/13/23,Broncos,Away,Bills,W,24,22,0
2023,Regular Season,10,11/13/23,Bills,Home,Broncos,L,22,24,0
2023,Regular Season,10,11/12/23,Raiders,Home,Jets,W,16,12,0
2023,Regular Season,10,11/12/23,Jets,Away,Raiders,L,12,16,0
2023,Regular Season,10,11/12/23,Seahawks,Home,Washington,W,29,26,0
2023,Regular Season,10,11/12/23,Washington,Away,Seahawks,L,26,29,0
2023,Regular Season,10,11/12/23,Cowboys,Home,Giants,W,49,17,0
2023,Regular Season,10,11/12/23,Giants,Away,Cowboys,L,17,49,0
2023,Regular Season,10,11/12/23,Lions,Away,Chargers,W,41,38,0
2023,Regular Season,10,11/12/23,Chargers,Home,Lions,L,38,41,0
2023,Regular Season,10,11/12/23,Cardinals,Home,Falcons,W,25,23,0
2023,Regular Season,10,11/12/23,Falcons,Away,Cardinals,L,23,25,0
2023,Regular Season,10,11/12/23,Browns,Away,Ravens,W,33,31,0
2023,Regular Season,10,11/12/23,Ravens,Home,Browns,L,31,33,0
2023,Regular Season,10,11/12/23,49ers,Away,Jaguars,W,34,3,0
2023,Regular Season,10,11/12/23,Jaguars,Home,49ers,L,3,34,0
2023,Regular Season,10,11/12/23,Buccaneers,Home,Titans,W,20,6,0
2023,Regular Season,10,11/12/23,Titans,Away,Buccaneers,L,6,20,0
2023,Regular Season,10,11/12/23,Steelers,Home,Packers,W,23,19,0
2023,Regular Season,10,11/12/23,Packers,Away,Steelers,L,19,23,0
2023,Regular Season,10,11/12/23,Vikings,Home,Saints,W,27,19,0
2023,Regular Season,10,11/12/23,Saints,Away,Vikings,L,19,27,0
2023,Regular Season,10,11/12/23,Texans,Away,Bengals,W,30,27,0
2023,Regular Season,10,11/12/23,Bengals,Home,Texans,L,27,30,0
2023,Regular Season,10,11/12/23,Colts,Neutral,Patriots,W,10,6,0
2023,Regular Season,10,11/12/23,Patriots,Neutral,Colts,L,6,10,0
2023,Regular Season,10,11/9/23,Bears,Home,Panthers,W,16,13,0
2023,Regular Season,10,11/9/23,Panthers,Away,Bears,L,13,16,0
2023,Regular Season,9,11/6/23,Chargers,Away,Jets,W,27,6,0
2023,Regular Season,9,11/6/23,Jets,Home,Chargers,L,6,27,0
2023,Regular Season,9,11/5/23,Bengals,Home,Bills,W,24,18,0
2023,Regular Season,9,11/5/23,Bills,Away,Bengals,L,18,24,0
2023,Regular Season,9,11/5/23,Eagles,Home,Cowboys,W,28,23,0
2023,Regular Season,9,11/5/23,Cowboys,Away,Eagles,L,23,28,0
2023,Regular Season,9,11/5/23,Raiders,Home,Giants,W,30,6,0
2023,Regular Season,9,11/5/23,Giants,Away,Raiders,L,6,30,0
2023,Regular Season,9,11/5/23,Colts,Away,Panthers,W,27,13,0
2023,Regular Season,9,11/5/23,Panthers,Home,Colts,L,13,27,0
2023,Regular Season,9,11/5/23,Texans,Home,Buccaneers,W,39,37,0
2023,Regular Season,9,11/5/23,Buccaneers,Away,Texans,L,37,39,0
2023,Regular Season,9,11/5/23,Ravens,Home,Seahawks,W,37,3,0
2023,Regular Season,9,11/5/23,Seahawks,Away,Ravens,L,3,37,0
2023,Regular Season,9,11/5/23,Saints,Home,Bears,W,24,17,0
2023,Regular Season,9,11/5/23,Bears,Away,Saints,L,17,24,0
2023,Regular Season,9,11/5/23,Washington,Away,Patriots,W,20,17,0
2023,Regular Season,9,11/5/23,Patriots,Home,Washington,L,17,20,0
2023,Regular Season,9,11/5/23,Packers,Home,Rams,W,20,3,0
2023,Regular Season,9,11/5/23,Rams,Away,Packers,L,3,20,0
2023,Regular Season,9,11/5/23,Browns,Home,Cardinals,W,27,0,0
2023,Regular Season,9,11/5/23,Cardinals,Away,Browns,L,0,27,0
2023,Regular Season,9,11/5/23,Vikings,Away,Falcons,W,31,28,0
2023,Regular Season,9,11/5/23,Falcons,Home,Vikings,L,28,31,0
2023,Regular Season,9,11/5/23,Chiefs,Neutral,Dolphins,W,21,14,0
2023,Regular Season,9,11/5/23,Dolphins,Neutral,Chiefs,L,14,21,0
2023,Regular Season,9,11/2/23,Steelers,Home,Titans,W,20,16,0
2023,Regular Season,9,11/2/23,Titans,Away,Steelers,L,16,20,0
2023,Regular Season,8,10/30/23,Lions,Home,Raiders,W,26,14,0
2023,Regular Season,8,10/30/23,Raiders,Away,Lions,L,14,26,0
2023,Regular Season,8,10/29/23,Chargers,Home,Bears,W,30,13,0
2023,Regular Season,8,10/29/23,Bears,Away,Chargers,L,13,30,0
2023,Regular Season,8,10/29/23,Bengals,Away,49ers,W,31,17,0
2023,Regular Season,8,10/29/23,49ers,Home,Bengals,L,17,31,0
2023,Regular Season,8,10/29/23,Ravens,Away,Cardinals,W,31,24,0
2023,Regular Season,8,10/29/23,Cardinals,Home,Ravens,L,24,31,0
2023,Regular Season,8,10/29/23,Broncos,Home,Chiefs,W,24,9,0
2023,Regular Season,8,10/29/23,Chiefs,Away,Broncos,L,9,24,0
2023,Regular Season,8,10/29/23,Seahawks,Home,Browns,W,24,20,0
2023,Regular Season,8,10/29/23,Browns,Away,Seahawks,L,20,24,0
2023,Regular Season,8,10/29/23,Panthers,Home,Texans,W,15,13,0
2023,Regular Season,8,10/29/23,Texans,Away,Panthers,L,13,15,0
2023,Regular Season,8,10/29/23,Eagles,Away,Washington,W,38,31,0
2023,Regular Season,8,10/29/23,Washington,Home,Eagles,L,31,38,0
2023,Regular Season,8,10/29/23,Jaguars,Away,Steelers,W,20,10,0
2023,Regular Season,8,10/29/23,Steelers,Home,Jaguars,L,10,20,0
2023,Regular Season,8,10/29/23,Jets,Away,Giants,W,13,10,1
2023,Regular Season,8,10/29/23,Giants,Home,Jets,L,10,13,1
2023,Regular Season,8,10/29/23,Dolphins,Home,Patriots,W,31,17,0
2023,Regular Season,8,10/29/23,Patriots,Away,Dolphins,L,17,31,0
2023,Regular Season,8,10/29/23,Saints,Away,Colts,W,38,27,0
2023,Regular Season,8,10/29/23,Colts,Home,Saints,L,27,38,0
2023,Regular Season,8,10/29/23,Titans,Home,Falcons,W,28,23,0
2023,Regular Season,8,10/29/23,Falcons,Away,Titans,L,23,28,0
2023,Regular Season,8,10/29/23,Vikings,Away,Packers,W,24,10,0
2023,Regular Season,8,10/29/23,Packers,Home,Vikings,L,10,24,0
2023,Regular Season,8,10/29/23,Cowboys,Home,Rams,W,43,20,0
2023,Regular Season,8,10/29/23,Rams,Away,Cowboys,L,20,43,0
2023,Regular Season,8,10/26/23,Bills,Home,Buccaneers,W,24,18,0
2023,Regular Season,8,10/26/23,Buccaneers,Away,Bills,L,18,24,0
2023,Regular Season,7,10/23/23,Vikings,Home,49ers,W,22,17,0
2023,Regular Season,7,10/23/23,49ers,Away,Vikings,L,17,22,0
2023,Regular Season,7,10/22/23,Eagles,Home,Dolphins,W,31,17,0
2023,Regular Season,7,10/22/23,Dolphins,Away,Eagles,L,17,31,0
2023,Regular Season,7,10/22/23,Chiefs,Home,Chargers,W,31,17,0
2023,Regular Season,7,10/22/23,Chargers,Away,Chiefs,L,17,31,0
2023,Regular Season,7,10/22/23,Broncos,Home,Packers,W,19,17,0
2023,Regular Season,7,10/22/23,Packers,Away,Broncos,L,17,19,0
2023,Regular Season,7,10/22/23,Seahawks,Home,Cardinals,W,20,10,0
2023,Regular Season,7,10/22/23,Cardinals,Away,Seahawks,L,10,20,0
2023,Regular Season,7,10/22/23,Steelers,Away,Rams,W,24,17,0
2023,Regular Season,7,10/22/23,Rams,Home,Steelers,L,17,24,0
2023,Regular Season,7,10/22/23,Ravens,Home,Lions,W,38,6,0
2023,Regular Season,7,10/22/23,Lions,Away,Ravens,L,6,38,0
2023,Regular Season,7,10/22/23,Falcons,Away,Buccaneers,W,16,13,0
2023,Regular Season,7,10/22/23,Buccaneers,Home,Falcons,L,13,16,0
2023,Regular Season,7,10/22/23,Giants,Home,Washington,W,14,7,0
2023,Regular Season,7,10/22/23,Washington,Away,Giants,L,7,14,0
2023,Regular Season,7,10/22/23,Patriots,Home,Bills,W,29,25,0
2023,Regular Season,7,10/22/23,Bills,Away,Patriots,L,25,29,0
2023,Regular Season,7,10/22/23,Browns,Away,Colts,W,39,38,0
2023,Regular Season,7,10/22/23,Colts,Home,Browns,L,38,39,0
2023,Regular Season,7,10/22/23,Bears,Home,Raiders,W,30,12,0
2023,Regular Season,7,10/22/23,Raiders,Away,Bears,L,12,30,0
2023,Regular Season,7,10/19/23,Jaguars,Away,Saints,W,31,24,0
2023,Regular Season,7,10/19/23,Saints,Home,Jaguars,L,24,31,0
2023,Regular Season,6,10/16/23,Cowboys,Away,Chargers,W,20,17,0
2023,Regular Season,6,10/16/23,Chargers,Home,Cowboys,L,17,20,0
2023,Regular Season,6,10/15/23,Bills,Home,Giants,W,14,9,0
2023,Regular Season,6,10/15/23,Giants,Away,Bills,L,9,14,0
2023,Regular Season,6,10/15/23,Lions,Away,Buccaneers,W,20,6,0
2023,Regular Season,6,10/15/23,Buccaneers,Home,Lions,L,6,20,0
2023,Regular Season,6,10/15/23,Jets,Home,Eagles,W,20,14,0
2023,Regular Season,6,10/15/23,Eagles,Away,Jets,L,14,20,0
2023,Regular Season,6,10/15/23,Rams,Home,Cardinals,W,26,9,0
2023,Regular Season,6,10/15/23,Cardinals,Away,Rams,L,9,26,0
2023,Regular Season,6,10/15/23,Raiders,Home,Patriots,W,21,17,0
2023,Regular Season,6,10/15/23,Patriots,Away,Raiders,L,17,21,0
2023,Regular Season,6,10/15/23,Texans,Home,Saints,W,20,13,0
2023,Regular Season,6,10/15/23,Saints,Away,Texans,L,13,20,0
2023,Regular Season,6,10/15/23,Jaguars,Home,Colts,W,37,20,0
2023,Regular Season,6,10/15/23,Colts,Away,Jaguars,L,20,37,0
2023,Regular Season,6,10/15/23,Dolphins,Home,Panthers,W,42,21,0
2023,Regular Season,6,10/15/23,Panthers,Away,Dolphins,L,21,42,0
2023,Regular Season,6,10/15/23,Browns,Home,49ers,W,19,17,0
2023,Regular Season,6,10/15/23,49ers,Away,Browns,L,17,19,0
2023,Regular Season,6,10/15/23,Bengals,Home,Seahawks,W,17,13,0
2023,Regular Season,6,10/15/23,Seahawks,Away,Bengals,L,13,17,0
2023,Regular Season,6,10/15/23,Vikings,Away,Bears,W,19,13,0
2023,Regular Season,6,10/15/23,Bears,Home,Vikings,L,13,19,0
2023,Regular Season,6,10/15/23,Washington,Away,Falcons,W,24,16,0
2023,Regular Season,6,10/15/23,Falcons,Home,Washington,L,16,24,0
2023,Regular Season,6,10/15/23,Ravens,Neutral,Titans,W,24,16,0
2023,Regular Season,6,10/15/23,Titans,Neutral,Ravens,L,16,24,0
2023,Regular Season,6,10/12/23,Chiefs,Home,Broncos,W,19,8,0
2023,Regular Season,6,10/12/23,Broncos,Away,Chiefs,L,8,19,0
2023,Regular Season,5,10/9/23,Raiders,Home,Packers,W,17,13,0
2023,Regular Season,5,10/9/23,Packers,Away,Raiders,L,13,17,0
2023,Regular Season,5,10/8/23,49ers,Home,Cowboys,W,42,10,0
2023,Regular Season,5,10/8/23,Cowboys,Away,49ers,L,10,42,0
2023,Regular Season,5,10/8/23,Chiefs,Away,Vikings,W,27,20,0
2023,Regular Season,5,10/8/23,Vikings,Home,Chiefs,L,20,27,0
2023,Regular Season,5,10/8/23,Jets,Away,Broncos,W,31,21,0
2023,Regular Season,5,10/8/23,Broncos,Home,Jets,L,21,31,0
2023,Regular Season,5,10/8/23,Bengals,Away,Cardinals,W,34,20,0
2023,Regular Season,5,10/8/23,Cardinals,Home,Bengals,L,20,34,0
2023,Regular Season,5,10/8/23,Eagles,Away,Rams,W,23,14,0
2023,Regular Season,5,10/8/23,Rams,Home,Eagles,L,14,23,0
2023,Regular Season,5,10/8/23,Steelers,Home,Ravens,W,17,10,0
2023,Regular Season,5,10/8/23,Ravens,Away,Steelers,L,10,17,0
2023,Regular Season,5,10/8/23,Saints,Away,Patriots,W,34,0,0
2023,Regular Season,5,10/8/23,Patriots,Home,Saints,L,0,34,0
2023,Regular Season,5,10/8/23,Dolphins,Home,Giants,W,31,16,0
2023,Regular Season,5,10/8/23,Giants,Away,Dolphins,L,16,31,0
2023,Regular Season,5,10/8/23,Colts,Home,Titans,W,23,16,0
2023,Regular Season,5,10/8/23,Titans,Away,Colts,L,16,23,0
2023,Regular Season,5,10/8/23,Lions,Home,Panthers,W,42,24,0
2023,Regular Season,5,10/8/23,Panthers,Away,Lions,L,24,42,0
2023,Regular Season,5,10/8/23,Falcons,Home,Texans,W,21,19,0
2023,Regular Season,5,10/8/23,Texans,Away,Falcons,L,19,21,0
2023,Regular Season,5,10/8/23,Jaguars,Neutral,Bills,W,25,20,0
2023,Regular Season,5,10/8/23,Bills,Neutral,Jaguars,L,20,25,0
2023,Regular Season,5,10/5/23,Bears,Away,Washington,W,40,20,0
2023,Regular Season,5,10/5/23,Washington,Home,Bears,L,20,40,0
2023,Regular Season,4,10/2/23,Seahawks,Away,Giants,W,24,3,0
2023,Regular Season,4,10/2/23,Giants,Home,Seahawks,L,3,24,0
2023,Regular Season,4,10/1/23,Chiefs,Away,Jets,W,23,20,0
2023,Regular Season,4,10/1/23,Jets,Home,Chiefs,L,20,23,0
2023,Regular Season,4,10/1/23,49ers,Home,Cardinals,W,35,16,0
2023,Regular Season,4,10/1/23,Cardinals,Away,49ers,L,16,35,0
2023,Regular Season,4,10/1/23,Cowboys,Home,Patriots,W,38,3,0
2023,Regular Season,4,10/1/23,Patriots,Away,Cowboys,L,3,38,0
2023,Regular Season,4,10/1/23,Chargers,Home,Raiders,W,24,17,0
2023,Regular Season,4,10/1/23,Raiders,Away,Chargers,L,17,24,0
2023,Regular Season,4,10/1/23,Texans,Home,Steelers,W,30,6,0
2023,Regular Season,4,10/1/23,Steelers,Away,Texans,L,6,30,0
2023,Regular Season,4,10/1/23,Vikings,Away,Panthers,W,21,13,0
2023,Regular Season,4,10/1/23,Panthers,Home,Vikings,L,13,21,0
2023,Regular Season,4,10/1/23,Eagles,Home,Washington,W,34,31,1
2023,Regular Season,4,10/1/23,Washington,Away,Eagles,L,31,34,1
2023,Regular Season,4,10/1/23,Buccaneers,Away,Saints,W,26,9,0
2023,Regular Season,4,10/1/23,Saints,Home,Buccaneers,L,9,26,0
